#Frame      Mode1    Mode2    Mode3
       1  -23.888  -22.242  -59.939
       2  -21.708  -23.204  -60.671
       3  -17.276  -20.290  -55.818
       4  -23.531  -23.133  -53.301
       5  -22.369  -18.086  -55.234
       6  -23.873  -12.603  -61.304
       7  -20.966  -14.558  -56.929
       8  -24.245  -17.226  -57.839
       9  -17.393  -14.240  -59.120
      10  -25.853   -9.954  -56.305
      11  -34.257   -7.655  -56.936
      12  -40.452  -12.534  -49.502
      13  -33.276  -15.751  -58.051
      14  -31.925  -16.330  -58.407
      15  -39.058  -17.207  -51.859
      16  -30.930  -11.368  -56.937
      17  -31.123  -10.235  -60.220
      18  -33.300   -7.027  -62.103
      19  -31.477   -7.808  -54.890
      20  -30.601   -9.667  -58.458
      21  -27.754  -10.691  -55.788
      22  -31.127   -6.867  -59.323
      23  -30.043  -14.430  -62.642
      24  -33.105  -15.096  -65.338
      25  -30.385  -13.007  -64.797
      26  -27.761  -15.017  -68.741
      27  -24.475   -9.968  -61.759
      28  -17.213  -11.729  -74.591
      29  -18.259  -13.199  -75.746
      30  -22.162  -12.397  -76.857
      31  -23.911  -12.511  -77.557
      32  -22.731  -17.644  -76.589
      33  -21.403  -16.501  -69.274
      34  -15.473  -15.125  -71.127
      35   -9.678  -21.555  -74.073
      36   -9.093  -19.910  -74.357
      37   -9.741  -16.033  -76.041
      38   -9.455  -15.916  -76.072
      39   -4.251  -15.194  -81.602
      40   -9.136  -11.797  -79.609
      41  -11.867   -9.368  -79.618
      42  -17.300  -12.211  -77.056
      43  -14.439  -11.745  -77.331
      44   -8.374  -13.440  -78.663
      45   -8.676  -12.555  -78.317
      46  -10.283  -13.728  -78.610
      47  -10.423  -16.109  -79.653
      48  -12.066  -13.227  -77.432
      49  -15.343  -11.176  -81.415
      50  -17.083  -14.177  -80.684
      51  -15.735  -12.389  -85.581
      52  -13.612  -11.179  -80.897
      53  -15.926   -8.743  -80.841
      54  -16.702  -12.612  -83.220
      55  -19.701  -11.261  -80.664
      56  -23.727   -9.438  -79.951
      57  -19.022  -13.191  -81.307
      58  -18.823  -15.089  -83.017
      59  -19.455  -12.310  -87.244
      60  -18.194  -17.589  -85.198
      61  -17.353  -17.392  -82.533
      62  -15.156  -16.284  -79.356
      63  -16.618  -16.085  -81.504
      64  -17.045  -16.125  -82.193
      65  -15.927  -19.737  -80.946
      66  -13.418  -21.767  -82.029
      67  -10.707  -23.937  -75.718
      68  -11.164  -19.805  -79.667
      69  -14.864  -16.348  -78.051
      70  -20.021  -18.837  -81.058
      71  -27.127  -13.180  -77.634
      72  -25.727  -15.209  -78.008
      73  -26.145  -12.637  -82.031
      74  -24.818   -8.572  -89.375
      75  -22.269  -10.950  -86.354
      76  -25.630  -13.770  -84.735
      77  -27.459  -11.817  -86.199
      78  -24.639  -10.268  -89.553
      79  -28.472  -16.353  -94.419
      80  -24.416  -20.498  -90.357
      81  -27.843  -20.373  -90.655
      82  -31.082  -24.554  -88.642
      83  -29.056  -24.918  -87.594
      84  -24.672  -26.442  -85.486
      85  -26.842  -24.469  -73.943
      86  -23.927  -22.708  -81.276
      87  -14.745  -23.094  -77.926
      88  -11.643  -16.201  -85.555
      89  -17.208  -19.125  -82.146
      90  -16.661  -22.646  -73.816
      91  -26.990  -16.484  -70.536
      92  -29.399  -15.861  -72.875
      93  -31.055  -19.743  -73.190
      94  -33.628  -18.112  -74.606
      95  -31.542  -14.383  -72.295
      96  -39.616  -14.957  -66.624
      97  -37.751  -10.757  -72.220
      98  -35.541  -15.913  -75.907
      99  -28.676  -15.442  -70.279
     100  -30.492  -14.619  -64.973
     101  -34.138  -15.023  -62.924
     102  -33.246  -15.111  -65.345
     103  -40.209  -13.247  -57.274
     104  -39.014  -15.272  -50.109
     105  -34.989  -14.704  -51.280
     106  -37.889  -21.739  -47.949
     107  -40.882  -19.280  -48.112
     108  -40.902  -18.161  -44.763
     109  -35.472  -25.330  -37.712
     110  -38.944  -23.968  -42.503
     111  -39.572  -24.433  -48.188
     112  -38.691  -26.601  -51.704
     113  -37.706  -25.077  -57.043
     114  -32.899  -27.690  -57.606
     115  -35.307  -24.967  -52.951
     116  -39.240  -27.784  -50.653
     117  -39.669  -23.795  -51.371
     118  -43.158  -23.926  -53.655
     119  -44.519  -20.384  -47.102
     120  -42.342  -18.023  -45.985
     121  -44.813  -16.789  -47.703
     122  -42.576  -15.445  -52.003
     123  -47.641  -16.054  -52.360
     124  -41.810  -17.793  -57.951
     125  -35.299  -24.130  -58.480
     126  -35.873  -22.164  -56.343
     127  -43.909  -20.546  -60.757
     128  -44.442  -22.216  -59.552
     129  -48.522  -19.697  -54.658
     130  -42.075  -20.107  -55.186
     131  -42.562  -20.754  -57.816
     132  -45.362  -17.499  -56.948
     133  -43.074  -13.080  -56.334
     134  -40.422  -12.252  -57.112
     135  -41.677  -17.557  -52.023
     136  -49.371  -13.733  -45.719
     137  -50.167   -9.567  -45.977
     138  -47.310  -10.347  -42.438
     139  -55.439   -7.855  -38.531
     140  -58.290   -5.152  -42.763
     141  -57.577   -5.278  -42.594
     142  -55.749    2.436  -46.460
     143  -54.682    0.467  -44.712
     144  -54.903    5.373  -44.682
     145  -53.802    9.305  -43.749
     146  -52.643   11.600  -44.667
     147  -50.954    6.981  -48.367
     148  -50.312    7.904  -44.964
     149  -49.141    4.594  -45.621
     150  -50.215    8.166  -47.110
     151  -43.680    6.738  -46.981
     152  -41.797    7.252  -44.392
     153  -38.402    7.686  -44.191
     154  -42.891    8.021  -44.614
     155  -46.602    6.663  -42.563
     156  -44.644    4.322  -43.590
     157  -42.936   -0.655  -46.973
     158  -46.076   -4.442  -47.155
     159  -40.535   -5.596  -46.862
     160  -39.883   -8.712  -45.700
     161  -37.169   -6.306  -50.302
     162  -33.770   -2.831  -53.747
     163  -37.033   -0.654  -49.981
     164  -36.212   -0.241  -58.128
     165  -29.509   -0.218  -54.976
     166  -36.390    1.116  -49.027
     167  -31.950   -2.617  -48.436
     168  -30.896    0.822  -48.171
     169  -25.846   -2.789  -49.436
     170  -21.542   -6.546  -49.675
     171  -26.686   -3.949  -53.275
     172  -28.850   -1.998  -49.748
     173  -32.758   -5.101  -49.967
     174  -26.365   -9.236  -49.653
     175  -25.580   -8.539  -45.319
     176  -21.954   -2.304  -43.369
     177  -19.230   -2.674  -49.571
     178  -19.647   -2.654  -49.549
     179  -25.233    0.438  -53.832
     180  -25.603    1.586  -50.234
     181  -29.602   -2.566  -47.963
     182  -26.467   -2.968  -49.237
     183  -23.763    2.021  -50.284
     184  -22.477   -1.587  -51.247
     185  -19.676   -3.870  -44.430
     186  -17.669   -5.354  -46.755
     187  -20.078   -6.284  -42.416
     188  -19.362   -4.115  -45.390
     189  -16.432   -5.189  -45.191
     190  -18.398   -5.594  -52.708
     191  -17.695   -0.365  -47.482
     192  -20.773   -7.614  -43.852
     193  -21.204   -4.831  -38.262
     194  -19.531   -9.643  -36.609
     195  -12.063   -9.535  -42.502
     196  -16.227   -5.013  -44.171
     197   -7.127   -6.146  -47.020
     198  -10.853   -2.116  -50.924
     199  -10.052   -2.385  -43.226
     200   -9.577    0.157  -46.031
     201   -7.337   -4.415  -49.442
     202   -3.231   -4.658  -52.539
     203   -8.868   -8.404  -44.412
     204   -7.824  -13.619  -40.368
     205  -15.139  -11.504  -38.871
     206  -14.275   -6.531  -39.260
     207  -16.162   -2.496  -35.599
     208  -23.611   -1.052  -33.770
     209  -23.846   -5.682  -35.302
     210  -28.042   -5.801  -30.580
     211  -22.894   -8.485  -30.675
     212  -23.001   -6.224  -30.074
     213  -18.685   -4.582  -26.033
     214  -16.618   -7.714  -23.880
     215  -16.118   -1.881  -23.869
     216  -24.094   -2.323  -25.463
     217  -20.216   -2.319  -27.153
     218  -20.197    0.866  -28.048
     219  -18.051   -1.370  -22.035
     220  -14.901   -4.386  -26.898
     221   -7.988   -5.949  -31.934
     222   -6.761   -9.699  -28.289
     223  -12.218  -10.651  -31.681
     224   -9.882  -11.832  -30.986
     225   -5.614  -12.021  -38.384
     226  -13.442  -12.071  -30.162
     227   -9.853  -13.560  -32.795
     228   -4.377  -13.568  -32.466
     229  -12.813  -10.175  -29.358
     230  -17.145  -10.205  -27.882
     231  -18.106  -10.631  -23.973
     232  -11.208  -14.689  -23.404
     233  -10.243  -17.050  -20.064
     234   -9.849  -10.640  -20.383
     235   -6.528  -12.094  -20.625
     236  -11.413  -11.701  -25.370
     237   -7.368   -9.693  -23.314
     238   -6.232  -13.638  -25.323
     239   -4.231  -13.358  -28.220
     240   -8.047   -9.441  -25.398
     241   -6.477   -7.346  -22.718
     242   -9.060   -9.565  -20.523
     243  -12.564  -15.705  -18.427
     244   -9.512  -14.019  -23.668
     245   -7.363  -10.322  -19.713
     246  -19.770  -12.453  -15.340
     247  -19.261   -7.457  -17.318
     248  -21.985   -8.891  -11.553
     249  -19.613   -6.527  -17.405
     250  -16.949   -7.942  -17.462
     251  -12.290   -9.750  -22.131
     252  -14.542  -10.506  -20.430
     253  -23.063   -7.357  -15.103
     254  -21.549  -10.174  -15.339
     255  -22.138   -9.554  -19.198
     256  -29.674  -10.402  -14.443
     257  -24.753  -12.065  -15.108
     258  -21.565  -16.007  -18.417
     259  -21.165  -14.693  -16.060
     260  -21.649  -13.694  -14.575
     261  -17.629  -15.694  -18.624
     262  -11.396  -10.035  -17.939
     263   -6.681  -14.479  -18.553
     264  -12.831  -13.847  -13.538
     265  -15.053  -17.715  -15.050
     266   -7.100  -17.496  -17.891
     267   -4.343  -19.239  -20.034
     268  -11.417  -14.911  -15.780
     269  -12.961  -16.109  -18.973
     270  -11.126  -20.998  -18.412
     271  -15.548  -19.873  -19.700
     272  -17.881  -19.123  -15.268
     273  -12.146  -17.701  -20.067
     274  -13.699  -22.151  -17.819
     275  -15.195  -15.146  -13.648
     276  -14.983  -12.565  -15.407
     277  -20.946  -13.056  -11.637
     278  -16.062  -17.589  -10.813
     279  -12.821  -13.338  -11.038
     280  -16.868  -12.674   -8.193
     281  -15.251  -17.857  -11.019
     282  -13.224  -17.101   -7.233
     283  -15.224  -19.486   -9.897
     284  -15.701  -18.831  -12.184
     285  -10.746  -15.477  -11.037
     286  -13.416  -15.677  -12.927
     287  -22.622  -10.764  -10.799
     288  -22.538  -10.625   -7.545
     289  -21.388  -14.868   -7.113
     290  -19.477  -16.504   -4.755
     291  -23.328  -22.214   -7.817
     292  -15.055  -22.658   -7.963
     293  -13.409  -24.125  -12.588
     294  -13.618  -22.186  -16.839
     295  -21.942  -22.054   -6.118
     296  -15.159  -18.369   -7.736
     297  -13.618  -20.638   -8.530
     298  -18.089  -22.606   -6.714
     299  -20.640  -19.261   -7.209
     300  -15.185  -24.194   -6.010
     301  -16.209  -20.186   -9.963
     302  -17.568  -20.378  -11.377
     303  -14.531  -20.935  -13.276
     304  -14.032  -22.721  -13.754
     305  -10.779  -24.630  -15.045
     306   -9.349  -24.931  -13.056
     307  -12.298  -22.903  -13.627
     308  -16.601  -20.000  -11.088
     309  -24.820  -17.680  -16.568
     310  -23.930  -16.995   -5.300
     311  -21.403  -19.266   -8.672
     312  -20.752  -19.374  -14.148
     313  -20.914  -19.082  -14.754
     314  -20.383  -23.912   -9.322
     315  -26.340  -23.069   -7.799
     316  -25.745  -20.782   -4.614
     317  -28.149  -18.410   -7.319
     318  -29.154  -13.575   -5.397
     319  -30.107  -17.870   -5.603
     320  -25.815  -20.353   -7.649
     321  -31.167  -19.642   -7.905
     322  -27.384  -18.365  -13.233
     323  -24.924  -17.473  -11.081
     324  -23.988  -19.901  -11.939
     325  -20.381  -19.332  -12.603
     326  -24.814  -16.070   -6.439
     327  -23.809  -15.973   -3.653
     328  -25.608  -13.308   -8.578
     329  -25.811  -16.155   -7.462
     330  -28.853  -15.951   -5.129
     331  -26.172  -12.534   -6.345
     332  -30.047  -14.266   -5.395
     333  -21.900  -17.928   -6.507
     334  -25.216  -19.229   -6.356
     335  -29.063  -18.197   -4.717
     336  -31.238  -20.484   -1.380
     337  -26.754  -20.086  -13.374
     338  -32.880  -18.992  -13.568
     339  -29.327  -21.584  -12.712
     340  -26.809  -24.476  -14.262
     341  -21.354  -22.873  -12.612
     342  -20.344  -29.637  -16.874
     343  -15.719  -28.920  -17.323
     344  -12.164  -32.488  -12.632
     345  -13.245  -32.785  -17.093
     346  -14.537  -33.579  -15.210
     347  -11.634  -35.886  -13.925
     348  -18.859  -33.658  -11.890
     349  -11.555  -36.104  -10.207
     350  -13.191  -34.763  -10.836
     351  -14.333  -28.257   -8.716
     352  -14.646  -32.256   -4.025
     353  -18.311  -29.441   -3.661
     354  -12.235  -29.346   -5.797
     355  -10.388  -29.533   -8.201
     356  -13.369  -27.023  -10.908
     357  -11.364  -29.596  -11.305
     358  -14.526  -26.448   -8.263
     359  -17.199  -26.392   -7.420
     360  -14.359  -28.286  -10.098
     361   -8.696  -28.079  -11.273
     362  -16.035  -22.743   -4.641
     363  -17.149  -24.521   -6.774
     364  -17.339  -23.077   -7.503
     365  -17.785  -25.930   -5.312
     366  -16.989  -26.424  -10.328
     367  -18.015  -22.421   -5.429
     368  -15.418  -23.063   -9.159
     369  -18.430  -26.077   -5.176
     370  -10.313  -27.832   -5.467
     371  -20.062  -24.489   -5.806
     372  -14.134  -24.754  -11.982
     373  -12.915  -22.061   -8.685
     374  -15.441  -25.216   -7.961
     375  -18.901  -20.734   -6.132
     376  -18.147  -26.437   -6.734
     377  -19.330  -25.644   -4.358
     378  -20.573  -25.446   -6.662
     379  -13.153  -28.800   -9.779
     380  -21.190  -24.906   -4.319
     381  -23.289  -24.408   -6.299
     382  -21.537  -28.966   -6.632
     383  -23.812  -26.464  -11.245
     384  -18.983  -24.965  -10.550
     385  -15.842  -28.547   -9.003
     386  -18.682  -28.727  -12.417
     387  -17.333  -20.373  -14.686
     388  -23.032  -14.793   -8.736
     389  -26.760  -11.211  -13.647
     390  -22.147  -18.585  -14.050
     391  -16.765  -20.326  -18.484
     392  -20.330  -25.271  -18.051
     393  -29.536  -24.413  -10.509
     394  -25.488  -26.394   -8.444
     395  -26.792  -28.577  -17.384
     396  -19.384  -28.775  -19.129
     397  -22.491  -28.488  -19.164
     398  -22.817  -25.833  -17.377
     399  -23.409  -29.178  -20.692
     400  -24.308  -27.621  -18.246
     401  -12.392  -31.072  -22.722
     402  -16.853  -34.173  -23.256
     403  -19.447  -31.350  -23.224
     404  -13.867  -33.134  -25.876
     405  -14.456  -33.496  -25.416
     406  -20.528  -28.396  -21.682
     407  -20.427  -30.310  -17.973
     408  -27.630  -24.355  -15.999
     409  -20.539  -28.987  -17.804
     410  -21.011  -28.168  -15.080
     411  -18.066  -30.486   -9.595
     412  -19.642  -28.286  -11.191
     413  -24.344  -30.021  -11.431
     414  -30.045  -24.566  -11.735
     415  -25.437  -21.651  -16.229
     416  -27.836  -19.473  -18.441
     417  -20.473  -28.507  -24.519
     418  -22.570  -30.920  -18.725
     419  -24.587  -30.123  -17.924
     420  -21.327  -31.213  -16.736
     421  -22.284  -30.830  -14.447
     422  -13.529  -30.165  -17.730
     423  -20.322  -27.843  -16.008
     424  -22.058  -26.750  -14.659
     425  -20.400  -29.249  -12.562
     426  -17.898  -37.179  -19.133
     427  -22.366  -31.185  -16.067
     428  -32.198  -29.543  -18.917
     429  -25.368  -31.185  -22.651
     430  -30.818  -25.657  -18.232
     431  -36.863  -26.263  -16.217
     432  -33.073  -27.540  -17.273
     433  -30.639  -28.257  -18.889
     434  -35.682  -25.929  -19.958
     435  -37.633  -20.733  -18.192
     436  -34.272  -21.635  -19.178
     437  -29.150  -23.773  -18.981
     438  -29.475  -23.978  -18.776
     439  -27.826  -23.746  -19.369
     440  -24.902  -26.584  -22.677
     441  -27.937  -24.098  -20.220
     442  -29.027  -25.906  -25.715
     443  -31.849  -27.455  -23.669
     444  -32.330  -27.613  -25.834
     445  -31.770  -25.406  -23.726
     446  -33.462  -29.477  -22.756
     447  -37.009  -30.032  -19.195
     448  -30.597  -33.417  -21.652
     449  -33.659  -32.667  -18.392
     450  -24.043  -31.389  -22.402
     451  -27.017  -33.620  -18.960
     452  -29.345  -31.542  -18.324
     453  -32.067  -27.799  -17.456
     454  -31.091  -31.349  -17.499
     455  -32.263  -25.636  -22.887
     456  -34.513  -30.817  -19.402
     457  -30.092  -29.385  -18.719
     458  -27.035  -29.470  -17.404
     459  -26.521  -28.449  -18.736
     460  -24.170  -33.398  -14.558
     461  -35.019  -31.434  -12.980
     462  -36.772  -31.983  -14.661
     463  -35.517  -31.904  -19.446
     464  -34.218  -30.606  -23.259
     465  -36.272  -28.139  -24.916
     466  -25.598  -30.650  -29.354
     467  -25.187  -30.719  -28.014
     468  -26.405  -32.349  -23.232
     469  -24.443  -30.534  -25.446
     470  -27.352  -32.356  -23.426
     471  -23.709  -40.637  -23.370
     472  -21.780  -46.695  -23.669
     473  -28.819  -40.511  -19.633
     474  -34.812  -39.185  -24.216
     475  -25.153  -41.508  -20.830
     476  -27.594  -35.621  -23.114
     477  -27.310  -39.215  -20.122
     478  -32.317  -41.787  -23.771
     479  -25.132  -37.915  -21.782
     480  -26.839  -38.666  -23.904
     481  -36.626  -32.314  -21.232
     482  -32.364  -36.906  -25.688
     483  -35.677  -33.793  -26.758
     484  -37.233  -32.672  -24.458
     485  -35.336  -35.618  -21.263
     486  -37.920  -33.584  -22.273
     487  -33.506  -35.077  -19.438
     488  -34.617  -41.573  -18.864
     489  -34.729  -36.073  -18.201
     490  -29.227  -37.236  -23.516
     491  -34.026  -38.642  -23.429
     492  -31.328  -37.736  -22.762
     493  -32.350  -41.248  -22.416
     494  -37.409  -38.122  -15.637
     495  -27.158  -38.232  -20.949
     496  -32.918  -32.541  -18.089
     497  -33.690  -37.080  -22.205
     498  -30.077  -41.022  -27.058
     499  -26.746  -36.405  -24.464
     500  -35.152  -38.859  -20.407
     501  -34.053  -37.410  -19.019
     502  -32.400  -39.579  -19.278
     503  -30.875  -41.964  -23.873
     504  -38.635  -39.701  -20.243
     505  -35.648  -37.815  -17.107
     506  -37.493  -39.981  -15.023
     507  -37.735  -41.892  -14.695
     508  -32.552  -42.462  -15.394
     509  -37.095  -38.722  -17.591
     510  -43.681  -34.568  -13.029
     511  -41.571  -39.074  -13.730
     512  -46.112  -39.939  -16.628
     513  -49.264  -42.774  -16.263
     514  -50.756  -40.384  -13.896
     515  -50.657  -41.175  -11.005
     516  -38.938  -44.149  -17.337
     517  -45.628  -42.285  -17.589
     518  -40.743  -43.109  -20.838
     519  -45.360  -44.436  -26.159
     520  -42.516  -40.106  -25.576
     521  -47.906  -40.152  -21.611
     522  -42.423  -38.548  -24.801
     523  -47.415  -39.395  -18.229
     524  -47.737  -43.347  -21.188
     525  -53.962  -36.396  -24.133
     526  -56.960  -36.458  -24.833
     527  -52.418  -39.745  -20.365
     528  -55.915  -43.974  -18.552
     529  -59.310  -39.190  -21.082
     530  -60.871  -35.081  -17.143
     531  -65.630  -34.373  -20.637
     532  -65.587  -35.116  -22.849
     533  -60.435  -38.082  -17.681
     534  -61.270  -32.500  -22.287
     535  -60.987  -32.534  -24.716
     536  -59.676  -31.493  -28.700
     537  -59.939  -32.812  -26.173
     538  -55.800  -36.069  -20.886
     539  -52.888  -38.273  -26.875
     540  -56.656  -34.030  -22.726
     541  -51.110  -35.236  -22.065
     542  -52.130  -35.929  -20.532
     543  -44.493  -32.737  -23.516
     544  -37.773  -37.895  -26.481
     545  -34.669  -37.413  -27.629
     546  -40.151  -42.322  -27.671
     547  -34.823  -37.885  -24.977
     548  -34.575  -40.045  -25.525
     549  -43.060  -36.904  -20.590
     550  -44.544  -36.326  -19.443
     551  -43.398  -39.493  -19.170
     552  -42.117  -41.975  -18.303
     553  -42.069  -45.076  -26.226
     554  -42.990  -45.892  -31.282
     555  -41.641  -46.074  -22.083
     556  -40.737  -41.527  -28.240
     557  -43.489  -38.230  -24.485
     558  -40.229  -36.735  -24.407
     559  -44.932  -36.570  -24.512
     560  -51.910  -37.286  -26.630
     561  -54.154  -35.967  -22.797
     562  -48.480  -36.091  -17.315
     563  -52.293  -30.372  -17.992
     564  -54.691  -28.736  -16.116
     565  -53.286  -31.052  -14.919
     566  -51.315  -37.614  -14.886
     567  -51.801  -37.142  -17.098
     568  -46.161  -39.007  -19.499
     569  -46.886  -35.346  -24.904
     570  -43.216  -39.698  -23.582
     571  -44.864  -41.963  -22.713
     572  -41.059  -36.528  -19.821
     573  -45.119  -34.881  -20.406
     574  -45.502  -35.402  -22.945
     575  -43.118  -34.246  -21.823
     576  -52.765  -31.723  -27.445
     577  -50.515  -39.427  -25.721
     578  -43.499  -40.365  -28.214
     579  -46.172  -33.352  -22.993
     580  -39.032  -32.796  -24.941
     581  -35.754  -33.546  -31.200
     582  -40.372  -36.078  -30.874
     583  -32.429  -38.105  -31.476
     584  -29.817  -41.693  -30.898
     585  -33.280  -41.993  -28.451
     586  -32.045  -38.344  -27.098
     587  -22.493  -39.882  -26.153
     588  -28.342  -38.993  -25.488
     589  -29.554  -41.431  -18.996
     590  -31.445  -36.251  -20.980
     591  -39.875  -38.627  -20.781
     592  -36.847  -39.953  -24.193
     593  -41.422  -35.803  -23.035
     594  -41.471  -37.427  -27.290
     595  -38.449  -36.525  -27.887
     596  -45.448  -38.139  -28.978
     597  -43.695  -41.043  -24.797
     598  -44.580  -38.983  -23.991
     599  -42.961  -38.781  -26.438
     600  -44.139  -39.833  -30.112
     601  -42.600  -38.313  -31.797
     602  -51.129  -36.054  -29.239
     603  -55.359  -34.308  -22.034
     604  -52.064  -37.835  -16.786
     605  -46.538  -36.436  -18.862
     606  -45.220  -32.946  -20.125
     607  -47.501  -34.464  -20.279
     608  -52.052  -28.004  -21.932
     609  -48.358  -24.772  -20.709
     610  -48.095  -30.960  -21.460
     611  -50.411  -29.738  -21.073
     612  -44.523  -31.405  -20.150
     613  -35.576  -35.023  -19.019
     614  -43.503  -29.681  -17.705
     615  -43.507  -34.093  -22.471
     616  -41.947  -35.932  -19.365
     617  -39.822  -37.386  -21.537
     618  -39.434  -35.274  -23.191
     619  -39.705  -34.174  -20.703
     620  -42.512  -37.294  -22.578
     621  -45.434  -35.584  -20.428
     622  -44.484  -39.654  -24.763
     623  -41.431  -39.633  -22.399
     624  -43.386  -42.415  -23.203
     625  -36.519  -42.009  -24.519
     626  -45.941  -39.427  -24.910
     627  -35.312  -44.762  -24.417
     628  -41.371  -37.503  -24.702
     629  -48.000  -35.251  -27.125
     630  -47.902  -32.241  -26.888
     631  -47.845  -29.846  -26.714
     632  -45.159  -27.244  -26.270
     633  -44.899  -36.044  -28.437
     634  -42.484  -32.223  -37.111
     635  -52.168  -26.116  -25.562
     636  -52.718  -26.874  -25.415
     637  -51.586  -26.632  -27.367
     638  -51.534  -27.081  -24.927
     639  -52.267  -33.323  -24.164
     640  -51.561  -31.225  -29.193
     641  -52.337  -31.046  -27.872
     642  -49.177  -27.900  -21.562
     643  -52.685  -24.782  -19.514
     644  -50.745  -22.832  -19.140
     645  -52.117  -18.619  -22.118
     646  -53.603  -23.184  -16.348
     647  -56.035  -20.489  -13.286
     648  -51.975  -19.930  -15.449
     649  -52.554  -24.874  -16.711
     650  -52.651  -28.755  -17.158
     651  -45.957  -26.195  -20.606
     652  -46.288  -24.095  -23.530
     653  -43.897  -25.728  -17.603
     654  -47.771  -23.668  -15.459
     655  -47.285  -22.076  -19.370
     656  -40.869  -27.032  -21.149
     657  -44.368  -28.809  -26.827
     658  -42.392  -33.822  -25.289
     659  -44.371  -34.635  -25.796
     660  -35.355  -33.155  -32.700
     661  -45.475  -29.440  -22.615
     662  -45.792  -29.244  -24.141
     663  -54.342  -27.623  -25.798
     664  -56.761  -26.752  -26.531
     665  -52.386  -29.969  -20.830
     666  -51.518  -26.530  -25.999
     667  -48.295  -26.630  -24.008
     668  -47.890  -25.831  -30.694
     669  -49.391  -31.047  -26.930
     670  -47.986  -31.377  -30.669
     671  -45.475  -29.106  -32.834
     672  -46.197  -32.162  -29.983
     673  -53.741  -27.310  -25.407
     674  -52.187  -34.827  -30.546
     675  -49.646  -32.747  -28.787
     676  -47.256  -37.451  -27.680
     677  -50.663  -32.323  -27.916
     678  -42.995  -25.570  -30.753
     679  -43.720  -25.498  -30.618
     680  -50.627  -24.520  -27.787
     681  -54.301  -24.262  -24.086
     682  -54.994  -28.965  -22.166
     683  -46.503  -25.283  -21.972
     684  -50.331  -27.825  -27.989
     685  -51.999  -33.094  -28.910
     686  -50.463  -39.256  -25.508
     687  -55.193  -30.411  -24.051
     688  -49.048  -30.440  -24.887
     689  -44.892  -29.447  -23.642
     690  -42.504  -30.401  -22.121
     691  -45.386  -32.320  -24.335
     692  -53.443  -29.499  -24.711
     693  -51.386  -24.844  -28.897
     694  -50.488  -24.401  -30.185
     695  -50.155  -28.515  -28.270
     696  -49.953  -26.345  -26.656
     697  -52.796  -25.338  -25.415
     698  -54.105  -25.274  -24.046
     699  -50.893  -29.380  -24.714
     700  -45.691  -29.750  -23.990
     701  -48.441  -31.267  -29.047
     702  -48.656  -28.451  -28.897
     703  -52.273  -28.441  -30.123
     704  -47.412  -32.045  -30.176
     705  -53.353  -26.710  -28.826
     706  -55.324  -23.194  -32.664
     707  -55.068  -26.924  -29.229
     708  -54.728  -28.045  -26.911
     709  -51.648  -29.155  -29.548
     710  -46.870  -33.275  -26.959
     711  -48.230  -34.117  -29.095
     712  -46.107  -35.236  -33.634
     713  -53.128  -34.051  -31.195
     714  -54.933  -29.466  -34.046
     715  -55.177  -37.584  -33.213
     716  -54.807  -34.334  -30.397
