#Frame       chi1:120     chi2:120     chi3:120
       1    -171.9164      56.4440      81.1543
       2     178.4962      67.7484     106.3822
       3     172.1108      50.5966     109.4457
       4     178.8580      56.7139      69.4682
       5    -173.2511      57.4916      75.0896
       6     175.2308      61.8058      48.4604
       7     167.0591      56.4887      49.4150
       8     174.8473      63.8694      76.4870
       9     175.4618      57.9598      66.2275
      10     176.2784      59.5879      70.9956
      11    -168.5435      52.0043      80.3518
      12     166.8217      50.0036      75.8071
      13    -178.3840      46.1752      49.1823
      14    -168.5070      72.0207      81.4082
      15    -113.9694      22.9006     127.0091
      16    -170.2988      35.6263      82.3704
      17     164.1819      56.5256      70.3928
      18    -168.9080      38.6055     118.8614
      19    -167.4537      50.8770      94.5345
      20    -158.7947      71.5143      41.1916
      21     175.5136      61.3111      44.3908
      22     177.3015      62.0145      68.5324
      23    -162.7135      46.0431      48.5719
      24    -165.5853      55.2813      69.4990
      25    -177.5300      66.1361      61.6346
      26    -163.5469      52.5521      44.9326
      27    -169.7475      50.3242      51.7080
      28     179.8447      51.9226      63.5663
      29    -168.8054      53.4902      62.5830
      30    -170.1006      55.2417      69.8613
      31    -169.5578      39.1744      53.3462
      32    -164.8844      51.4539      45.7765
      33    -174.4465      53.7195      53.1347
      34    -173.1808      48.0607      75.0078
      35    -163.3546      41.4383      58.7427
      36    -169.9571      59.4690      41.9806
      37    -169.7067      64.7565      40.0353
      38    -170.9886      51.7230      64.8451
      39    -178.2635      63.4054      61.6618
      40     176.9385      56.2306      52.0316
      41     168.0549      60.8227      67.6302
      42     165.1082      66.1985      76.5294
      43     175.9455      62.7569      41.3077
      44     166.9137      67.7548      47.0397
      45    -164.3333      47.3465      69.6979
      46    -169.8281      53.4991      58.7122
      47    -179.5928      56.9016      51.7343
      48     178.9113      62.8606      62.5209
      49    -158.9950      57.6243      54.7758
      50     174.4137      67.3072      72.0324
      51     177.2068      58.5331      64.8380
      52     176.0197      63.0663      57.3250
      53     176.4958      75.5351      57.5729
      54    -176.2216      61.0006      65.7714
      55     177.5131      74.9533      57.6008
      56    -172.9452      63.2827      78.3640
      57    -178.3929      81.4609      32.2722
      58     176.1464      60.2544      64.3305
      59    -172.5911      55.1507      49.6134
      60     177.5833      54.4453      39.3950
      61    -177.2990      47.5926      82.9922
      62     177.6223      57.1543      61.7077
      63     173.3633      61.6737      54.6466
      64     178.7004      46.5548      65.3290
      65    -169.9733      48.9950      62.1595
      66    -175.6494      52.2709      49.5916
      67    -170.2201      53.3238      54.0224
      68    -168.9029      42.9319      53.7417
      69    -177.8503      58.7983      77.1885
      70    -169.5651      54.0412      74.4080
      71    -173.7835      52.7624      52.2464
      72    -173.5716      53.4208      40.5070
      73    -166.8558      44.1778      63.6046
      74    -167.5282      40.3680      61.0722
      75    -175.7336      53.4592      49.9081
      76    -177.4860      54.3902      61.1296
      77    -172.2503      50.6189      82.1494
      78    -176.9504      49.7029      69.7451
      79     172.7387      61.5819      62.9183
      80     169.2744      67.3087      79.8404
      81    -177.5517      50.4249      66.4929
      82     172.9290      53.1494      44.5635
      83     177.4771      63.6403      55.7551
      84     167.2855      47.4369      46.4485
      85     171.0488      61.8109      61.1501
      86    -166.7713      54.2530      47.5949
      87    -164.0825      43.7196      51.9530
      88    -143.5228      46.6938      35.5941
      89     172.2722      66.3001     109.5909
      90     165.6583      64.1658     126.8154
      91    -175.9170      60.8321     131.9358
      92     169.6647      64.0623      74.1021
      93     168.6437      57.9248      63.1490
      94     153.1316      69.4634      43.6765
      95     173.2581      41.8734      70.6584
      96    -166.8149      40.7874      75.2421
      97     146.6947      67.5617      55.4395
      98     174.2132      60.7386      63.8097
      99     178.2217      45.0554      51.1293
     100    -176.0759      42.5603      58.1087
     101     157.3282      69.2331      61.6386
     102    -154.2987      41.9974      66.4418
     103    -174.1539      50.8964      58.1124
     104     179.3038      51.4524      73.5471
     105    -178.0124      48.5523      48.2274
     106     179.6889      52.2799      98.9624
     107    -175.8122      46.3237      38.9355
     108     171.1076      60.0961      36.2336
     109     172.5165      47.5119      37.0777
     110     167.8788      36.8235      18.4517
     111     167.8376      37.2585      36.0953
     112    -179.1395       9.3246      78.4207
     113     164.0549      63.4601      64.4080
     114     171.1942      50.3031      96.2528
     115     169.5054      51.8502      44.7437
     116     172.4809      59.5438      44.1542
     117    -164.8380      44.7579      89.4681
     118    -164.4673      48.6645      63.7318
     119    -172.2911      52.1679      44.6370
     120    -170.9385      49.9751      67.6674
     121     170.1881      36.6909      50.8024
     122     167.3784      54.5816      82.3775
     123     176.2476      59.1608      62.8434
     124    -168.8387      49.4547     106.4658
     125     156.7300      66.7958      88.7877
