#Frame       chi1:120     chi2:120     chi3:120
       1    -164.2470      52.8505      39.0209
       2    -164.6481      45.0510      62.5741
       3    -165.1496      46.0657      73.3903
       4    -177.7683      66.0429      54.8694
       5    -158.7760      36.5074      84.8551
       6    -157.2286      60.6796      53.1168
       7    -149.1451     104.3485     -45.9516
       8    -133.9754      52.4583      84.5255
       9    -123.5203      45.1176      91.6567
      10    -140.5406      86.8006      43.6076
      11    -147.8923      92.1262      11.2691
      12    -136.9379      71.6649      54.9143
      13    -151.2091      89.7297      16.9141
      14    -150.1064      76.1707      87.2794
      15    -133.6938      72.7198      54.3578
      16    -157.7189      70.2565      45.1433
      17    -163.7059      70.9851      44.9043
      18    -168.8553      53.3949      54.5829
      19    -156.2292      51.2724      28.9521
      20    -156.3784      48.1500      46.0676
      21    -141.5126      48.9560      54.5260
      22    -147.7419      39.8324      38.4321
      23    -147.6359      68.9252      25.3940
      24    -171.7750      59.9004      34.5132
      25    -162.2213      79.9943      17.7873
      26    -153.9091      73.4535      14.2836
      27    -171.8792      70.8628      49.7854
      28    -158.3910      38.7061      66.7142
      29    -160.5419      31.6573      60.6073
      30    -160.7116      35.1971      63.6383
      31    -153.7077      32.1323      74.2865
      32    -143.9989      43.7652      93.5590
      33    -142.8817      37.2636      83.6472
      34    -160.7870      80.1648      59.9692
      35     -63.6835     -79.1167    -172.1769
      36     -69.3904     -63.2513     147.4355
      37    -162.7153      62.6671      42.0077
      38     176.4752      57.9160      79.4405
      39     176.8780      52.2103      63.0229
      40    -157.5865      80.7659      28.2405
      41    -168.3192      52.1881      62.4731
      42    -165.7983      58.6801      38.8820
      43    -176.4320      52.0291      63.7903
      44    -167.7396      48.7151      62.8916
      45    -163.6104      43.1323      59.1652
      46    -169.9329      57.0063      69.2185
      47     178.5451      66.8124      46.0782
      48    -167.2909      46.1966      60.7788
      49    -159.1866      52.8735      64.0239
      50    -170.2651      47.4885      72.3576
      51    -167.5020      46.8962      61.9600
      52    -132.2147      53.3329      62.9616
      53    -131.7855      64.1940      80.1527
      54    -142.1177      60.6768      84.7109
      55    -156.8796      77.0615      53.0547
      56    -143.6752      69.5588      71.2346
      57    -152.2003      70.9202      75.2606
      58    -138.9652      72.5234      74.0894
      59    -167.4646      76.6908      83.5589
      60    -168.0116      70.8155      66.6565
      61    -138.9186      62.5767      56.1245
      62    -172.1909      72.2945      64.8574
      63    -128.1369      57.4188      62.2440
      64    -113.1066      72.6092      65.5072
      65    -141.1932      80.0080      68.1509
      66    -136.1845      59.5092      82.3131
      67    -111.3106      50.8992      80.0223
      68    -157.3433      66.3953      66.7303
      69    -117.4701      51.2044     113.4972
      70    -167.7664      56.9027      82.3521
      71    -162.7054      65.3343      78.9382
      72    -149.1574      68.8344      88.2093
      73    -156.0846      84.1195      80.1155
      74    -154.0311      72.0556      73.4246
      75    -140.1140      79.4584      42.4013
      76    -169.8162      39.9328      88.4560
      77    -162.6700      71.0396      87.9843
      78    -165.9470      64.5646      95.0098
      79    -152.7943      65.7280      76.0981
      80    -175.4587      55.0790      96.3574
      81    -166.2268      53.6143      49.8287
      82    -176.5195      65.9360      72.7449
      83    -158.3436      75.4869      77.5612
      84     175.3068      63.5651      69.0639
      85    -172.9812      67.8282      70.7830
      86    -166.9411      73.1482      62.8351
      87    -156.9230      61.4762      77.1017
      88    -148.6561      69.5419      52.6025
      89    -170.5426      90.3096      51.2896
      90    -173.6948      58.6686      60.9656
      91    -153.3925      59.1867      64.3597
      92    -167.2534      66.8550      82.3023
      93    -165.9894      89.5029      81.8283
      94     174.2836      63.9070      57.3412
      95    -172.8739      47.9636      80.7354
      96    -174.3958      43.8038      31.0971
      97     179.8947      69.2622      97.9359
      98    -168.2231      74.1363      78.1275
      99    -134.8547      60.7220      77.6059
     100    -151.7903      70.4338      72.1470
     101    -174.9689      96.6831      65.0988
     102    -172.3225      91.7634      66.8130
     103    -153.7491      60.1897      64.0120
     104    -166.6870      60.0211      54.4853
     105    -167.3453      42.6604      67.1883
     106     176.5054      64.0366      63.9488
     107    -144.7814      55.6708      59.1326
     108    -154.1009      54.2460      59.0316
     109    -147.3995      71.0971      87.0561
     110    -176.7521      61.8172      76.9173
     111    -161.6158      68.1312      65.4368
     112    -175.7747      47.4836      57.6112
     113     -71.1270     -60.1919      94.3311
     114    -144.4752      60.0032      71.1946
     115    -174.5128      57.6554      63.5240
     116    -162.0238      53.6481      45.7084
     117    -156.5813      51.9267      55.1981
     118    -148.9596      70.9318      59.2484
     119    -158.5837      78.9260      59.0395
     120    -149.7117      80.0537      42.9165
     121    -140.8588      65.5060      80.8079
     122    -169.7778      77.9274      94.2196
     123    -163.2232      69.5648     107.6579
     124    -178.7791      48.6109     106.2885
     125     178.4885      72.3415     118.0079
     126    -179.3320      86.8989      89.9491
     127    -154.0185      69.8577     105.7189
     128    -156.4182      79.6891     103.0511
     129     178.6933      99.7338      59.0462
     130    -157.8024      82.7626      86.1212
     131     177.0216      84.1590      72.1860
     132    -171.7747      66.9757      47.4201
     133    -171.0428      60.1611      49.9912
     134     -75.9455     -73.4540     128.1047
     135     -99.2882     -36.6520     108.5515
     136     -88.4757     -61.6560     118.1418
     137     -80.5630     -51.5107     147.7693
     138     -85.8954     -43.6567     122.3545
     139     -80.7312     -75.1730     133.7629
     140     -82.2039     -72.1367      86.7321
     141    -102.5679     -73.0192      78.7737
     142    -116.1024     -65.9227      76.4015
     143     -78.8691     -44.5427     101.5307
     144     -64.2692     -43.2621     128.4753
     145     -86.0282     -27.2227      98.3065
     146     -85.1038     -55.2527     108.1929
     147    -162.9632      48.9383      55.5559
     148     -90.3358     -28.2040      96.0152
     149     -98.9438     -52.6166     129.5988
     150    -145.8223      28.1244      70.1209
     151     -83.2051     -34.5197      97.7235
     152     -85.4598     -48.7382     131.4059
     153     -85.6936     -52.7638     129.0482
     154     -94.6560     -35.9905      99.7072
     155     -93.7547     -34.9210     138.7934
     156     -86.6232     -64.5728     177.3832
     157     -94.5638     -87.0502     177.8540
     158     -81.8990     -59.5550     137.7877
     159     -64.0610     -71.4816     171.1517
     160    -113.8314     -43.2873     159.8536
     161     -81.9637     -77.1157     178.4303
     162     -97.5019     -39.8987     155.4408
     163     -91.1887     -60.7688     127.6458
     164     -72.4662     -62.7222     138.9076
     165     -76.2127     -73.5043     140.5811
     166     -80.4628     -46.8870     119.0123
     167     -85.6635     -40.2592     128.2168
     168     -81.5354     -60.8361     139.4525
     169     -91.0213     -36.4027     127.4777
     170     -87.2475     -35.3178     107.3668
     171     -90.6229     -56.0114     169.7297
     172     -73.4888     -67.8852     142.5208
     173     -70.5559     -73.7767     146.8366
     174     -87.6703     -39.7343      96.6415
     175     -90.2298     -41.1994     103.0349
     176     -88.6342     -30.2692     102.4744
     177     -85.1593     -22.5184      97.4082
     178     -76.0847     -51.0744      96.7510
     179     -92.8248     -30.5618     110.4561
     180     -83.2083     -45.7495     125.8814
     181     -85.4231     -56.6969     128.5279
     182     -97.8774     -68.9164     132.7677
     183     -87.5021     -78.6898     162.8709
     184     -85.3435     -85.1531     143.2414
     185     -89.3836     -69.7885     154.3437
     186     -85.7282     -91.1306     174.6584
     187     -75.8617     -44.5233     136.8271
     188     -84.9968     -71.8056     174.9967
     189     -82.2715     -76.8302     163.1869
     190     -84.4856     -57.8496     114.9233
     191     -78.4337     -57.1108     130.4171
     192    -112.4981     -23.0022     108.9462
     193     -95.3395     -37.3703     137.1957
     194     -83.8955     -37.8650     128.6684
     195    -161.8432      32.3268      57.6666
     196     167.9250      69.7370      74.5825
     197     173.6854      96.5235      84.3598
     198    -164.3623     100.7332      91.0354
     199    -161.1423      88.2791     -79.5032
     200     164.4568      47.2435     -98.6199
     201     168.2759      62.2417    -132.2817
     202     179.9048      73.9777    -140.7525
     203     176.3455      53.9331    -179.4791
     204    -178.0415      48.5447    -129.1749
     205     162.9428      40.8005    -128.0605
     206    -170.0765      37.0098     -83.6541
     207    -170.9576      58.1646    -159.0861
     208    -171.2192      58.8096    -152.9753
     209    -158.4882      70.6805    -165.0193
     210    -153.8286      43.8780    -117.7004
     211    -155.7018      41.4283    -106.5924
     212    -176.8114      50.1409    -109.1153
     213    -176.8121      59.5421    -149.9765
     214    -166.5113      66.4902    -154.3618
     215    -167.2106      59.8276    -125.0922
     216    -163.3071      48.5183    -128.7973
     217    -163.3107      56.8727    -138.6118
     218    -158.3524      53.0428    -156.7830
     219    -168.6245      70.3521    -149.4265
     220     174.6640      56.1255    -127.4965
     221     170.8304      51.3241    -109.8935
     222    -161.4636      66.5866    -143.1446
     223     176.3683      61.1578     -94.7686
     224    -174.8348      58.8798     -76.1013
     225    -167.7061      56.2452    -130.2460
     226    -173.7878      53.4288    -120.9083
     227    -160.0652      63.0479    -130.7939
     228     178.4556      63.2176    -147.3079
     229    -162.4753      56.5072    -134.3589
     230    -166.1438      48.9106    -124.2828
     231    -171.8236      56.8838    -130.0049
     232    -159.0958      50.5886    -134.4180
     233    -152.0251      32.4206    -102.3823
     234    -167.5165      60.9192    -122.6765
     235    -169.6306      41.8946    -150.2033
     236    -179.6624      57.5550    -127.2023
     237    -179.9679      55.4434    -104.0887
     238    -161.2098      50.4702    -126.9956
     239    -169.4678      62.0825    -129.0606
     240    -167.8604      49.2859    -126.7687
     241    -168.8280      69.6378    -143.6497
     242     173.6352      75.5469     170.2408
     243    -179.7825      52.7614    -132.7388
     244    -167.0763      50.4849    -110.9815
     245    -176.9520      71.9926    -148.7422
     246    -173.4885      55.2034    -150.9167
     247    -160.5658      39.3777     -81.0771
     248    -161.3171      52.4783    -135.0367
     249    -160.1115      64.7541     159.8143
     250    -177.2910      65.0669    -137.1327
     251    -170.2036      74.3498    -120.8028
     252    -159.0879      50.6919    -134.0174
     253    -165.0522      54.6965    -128.2257
     254    -155.2098      47.4972    -129.9144
     255    -166.0672      67.0684    -130.2614
     256    -167.2850      63.4652    -131.0420
     257    -170.5945      65.7103    -141.6383
     258    -155.7877      39.1062    -109.2273
     259    -172.6090      50.4612    -129.6816
     260    -144.2786      24.4851     -89.3850
     261    -177.9118      49.8638     -79.7092
     262    -178.5398      58.9584    -153.6036
     263     179.9608      65.5245    -138.6590
     264    -168.8678      66.8053    -134.7500
     265    -164.4787      54.5198    -131.2827
     266    -164.7104      59.3914    -124.7745
     267    -169.8883      79.4759    -159.0861
     268    -166.3521      72.9610    -144.7150
     269    -151.4122      48.4866     -97.4185
     270    -174.2135      48.8401     -87.3234
     271     171.2826      75.2328    -151.2166
     272    -160.0026      36.9456     -79.0507
     273    -159.7689      59.9281    -135.2890
     274    -177.0304      64.9596     -71.5543
     275    -172.0491      74.0351     -65.5859
     276    -166.2576      62.3904     -75.1428
     277     179.4992      63.9941    -145.0708
     278     176.4973      36.0439     -86.5884
     279    -162.2648      33.3995     -79.4204
     280    -172.2963      35.4271     -71.8813
     281    -177.6791      47.9844    -102.8943
     282     -98.6563     -62.3009     -22.3025
     283    -104.7683     -53.7689     -12.9586
     284     -75.7920     -40.6635     -45.6148
     285     -76.4660     -43.0371     -35.6841
     286     -72.1129     -73.5835     -38.8956
     287     -67.9176     -58.2543     -31.7586
     288     -70.2854     -68.5306     -70.0399
     289     -87.7901     -61.4359     -27.6535
     290     -88.3036     -69.5873     -31.8521
     291     -80.5040     -54.5604     -60.1034
     292     -91.8006     -41.5073     -55.2331
     293     -58.5112     -49.9738     -36.9554
     294     -53.4029     -61.3208     -29.4704
     295     -79.5396     -42.2454     -43.1516
     296     -86.2330     -72.6555     -13.0479
     297     -77.8777     -66.0979     -60.6501
     298     -78.2788     -70.3138     -29.6626
     299     -84.9872     -50.3887     -59.1882
     300     -83.2243     -58.9420     -41.2513
     301     -85.2131     -45.9475     -56.7054
     302     -88.4379     -54.8226     -49.2006
     303     -72.5783     -58.8579     -31.5329
     304     -81.5639     -58.3573     -41.5781
     305     -86.7916     -55.9216     -51.4243
     306     -67.4991     -67.5677     -34.3552
     307     -92.5237     -66.1662     -17.2371
     308     -83.6571     -53.2733     -36.8879
     309     -86.6403     -39.6485     -72.5984
     310     -75.6970     -43.7627     -39.4603
     311     -77.0571     -63.1922     -44.7188
     312     -76.5415     -80.4827     -35.2308
     313     -69.4811     -57.9271     -41.3869
     314     -84.0445     -37.9932     -65.8202
     315     -77.9837     -55.9436     -47.6263
     316     -50.1105     -66.2002     -20.8003
     317     -46.5759     -59.3335     -45.9974
     318     -61.3288     -55.9929     -53.2499
     319     -73.8635     -61.8004     -21.2066
     320     -62.5593     -76.0098     -25.9619
     321     -75.9372     -51.7846     -51.5139
     322     -59.6187     -59.4800     -58.3371
     323     -69.2969     -58.2067     -27.7456
     324     -67.9271     -54.0386     -41.9628
     325     -74.5403     -49.2819     -54.7564
     326     -77.5667     -44.1841     -43.0990
     327     -91.7210     -35.4041     -72.8838
     328     -93.8952     -44.9500     -50.3083
     329     -79.0670     -42.5657     -56.5474
     330     -72.1582     -59.6392     -43.1516
     331     -85.2779     -48.1817     -57.5289
     332     -68.6439     -59.3041     -40.5009
     333     -85.6834     -44.1372     -58.6675
     334     -93.2597     -45.3070     -42.1607
     335     -94.9122     -42.1731     -78.5552
     336     -60.5752     -75.1625     -63.7635
     337     -94.3256     -39.2083     -58.3204
     338     -84.2584     -51.2670     -60.2637
     339     -68.2145     -53.1097     -54.6444
     340     -76.2797     -56.0311     -38.5078
     341     -65.7943     -62.9148     -54.5113
     342     -77.8688     -49.1434     -47.3208
     343     -72.6739     -62.9614     -54.9126
     344     -64.3588     -70.1013     -48.3076
     345     -83.8147     -42.3611     -63.7381
     346     -72.4845     -49.4168     -54.7360
     347     -70.4426     -73.0412       8.6316
     348     -75.0935     -72.0423     -23.9277
     349     -68.3660     -73.7791     -34.5216
     350     -74.8583     -70.8700     -56.1298
     351     -71.9954     -56.0406     -25.8657
     352     -80.1198     -40.6059     -32.0029
     353     -67.9453     -52.9496     -44.7245
     354     -73.3983     -64.6568     -20.8829
     355     -80.8034     -46.9434     -37.5348
     356     -75.9001     -43.0794     -34.8941
     357     -77.3692     -59.9162     -28.0393
     358     -76.4772     -58.6275     -48.8576
     359     -61.7814     -60.9141     -15.6469
     360     -65.8695     -70.9263     -23.6682
     361     -72.7540     -55.6697     -34.4680
     362     -74.7214     -65.1688     -22.4389
     363     -66.4782     -68.6317     -26.4787
     364     -80.7801     -63.9792     -36.7411
     365     -69.1574     -52.6856     -42.3481
     366     -62.9173     -52.2358     -19.5873
     367     -71.3448     -66.3381     -41.7414
     368     -83.5493     -54.0437     -43.7288
     369     -68.4312     -81.6229      70.4202
     370     -64.5035     -55.1649     -31.7400
     371     -73.0003     -54.6608     -29.4796
     372     -89.0307     -68.7000     -40.3031
     373     -73.4113     -76.5748     -61.7276
     374     -97.4162     -63.1710     -20.0989
     375    -155.6800      14.7742     -85.5189
     376    -167.8510      50.2902    -109.0071
     377    -163.2261      36.7156     -86.3977
     378    -168.0475      48.7686    -137.4310
     379    -171.0017      42.0801    -105.6505
     380    -174.0939      35.8380    -108.8074
     381    -173.6151      52.4352    -133.8600
     382     178.0262      53.2822    -121.2748
     383    -172.7250      36.8106    -117.3657
     384    -163.6867      40.0155     -99.4502
     385    -174.7253      45.2057    -104.3394
     386    -177.9500      50.9125     -86.8358
     387    -179.9639      54.2235    -106.0455
     388     175.2571      52.1996    -113.9379
     389    -164.2177      36.1368     -87.6161
     390    -178.7043      47.9026     -97.5362
     391     176.9396      50.2350    -118.0328
     392    -176.8096      54.5577     -89.5241
     393    -171.4319      52.7389    -131.3827
     394    -170.5304      41.1450     -99.6304
     395    -167.9449      53.1260    -151.7068
     396    -176.6465      58.9914     -94.8102
     397    -173.0732      43.9702    -101.8979
     398     174.8789      43.6549     -90.8148
     399    -172.8885      57.9155    -132.7331
     400     172.4121      54.5900    -143.6084
     401    -169.1127      51.1680     -95.2296
     402     176.0556      62.6392    -100.1493
     403    -157.8012      32.5893     -76.9589
     404     161.0858      76.7403     -87.1648
     405     173.9346      57.9068    -119.2097
     406     172.4733      49.0604     -89.4251
     407     178.1589      54.7559    -127.0072
     408     164.9030      57.8718    -140.7295
     409    -172.9095      55.7521    -105.5002
     410    -171.8548      71.3434    -139.5569
     411    -166.7724      42.5319    -100.7519
     412     172.8659      66.0355    -100.2914
     413    -174.9049      55.0933     -63.0823
     414     176.3062      57.1424     -45.5026
     415     177.8204      86.8967     -48.8874
     416    -178.8852      77.7508     -31.9591
     417    -177.9553      50.4622     -45.6015
     418    -168.8206      88.7736     -42.4078
     419    -179.9029      69.8913     -25.2425
     420    -169.9097      71.9081     -25.0799
     421    -165.1293      48.3964      70.1823
     422    -172.3045      37.0357      66.8148
     423     177.0991      39.8274      47.2187
     424    -173.7480      44.2729      64.5375
     425    -170.3735      51.6410      58.5411
     426     179.5076      56.3221      49.5979
     427    -171.2036      41.4477      62.5276
     428    -168.8554      32.5359      82.4148
     429    -176.4560      49.9173      71.7962
     430    -179.0977      53.1776      56.3607
     431    -174.6916      45.4162      54.2856
     432    -176.1171      44.4069      25.5824
     433    -175.0781      50.2458      74.4150
     434     166.9194      55.6680      47.1666
     435     179.6803      56.6851      59.0421
     436    -173.9987      49.7347      99.1650
     437     176.7494      49.7528      66.7279
     438     173.4869      69.6786      85.9108
     439     175.9369      48.9449      42.3792
     440     171.0313      56.7406      57.1849
     441     177.0165      57.6963      59.7871
     442     168.9944      61.6878      84.1477
     443    -179.2859      68.7157      58.5877
     444     176.3508      52.2014      36.9768
     445    -179.7100      48.5221      57.4510
     446    -165.6460      36.6399      72.1844
     447     174.1725      51.8377      80.3343
     448    -157.5598      23.0112      83.9790
     449    -174.9265      42.7462      68.2859
     450     172.5936      52.6754      64.2291
     451    -161.1537      29.6776      63.8337
     452    -178.5330      66.0637      30.2216
     453    -174.5253      37.0906      94.5061
     454    -163.8379      41.0411      86.4079
     455     179.6526      52.8907      61.8480
     456    -174.6679      42.1791      61.8483
     457     168.3209      57.1746      73.0271
     458     178.0258      52.1030      58.5479
     459     169.0703      63.9061      73.7319
     460     169.0257      62.4250      51.8635
     461     167.3506      64.4235      67.5617
     462     174.2044      44.7035      45.2323
     463    -118.4937     -62.5748     148.0813
     464     -96.3280     -55.8963     164.3106
     465    -110.2939     -80.0124     178.6380
     466    -115.2660     -44.4527     135.3004
     467    -124.0779     -43.2434     121.4342
     468    -115.4948     -73.9647     165.6673
     469     178.1010      51.9779      60.5504
     470     176.5160      41.8741      62.5485
     471    -179.3618      49.9969      78.5388
     472    -172.9646      40.3194      54.0762
     473    -166.5243      43.0881      79.8319
     474    -178.0367      55.2350      77.0857
     475    -175.2291      44.4171      70.1329
     476    -178.7623      49.1931      73.0983
     477     170.6763      52.6377      45.8000
     478     176.3464      51.2296      74.5344
     479    -109.1451     -49.2327     129.9867
     480     178.5018      44.1693      85.2592
     481     168.7815      40.3862      50.5012
     482    -173.4585      34.9445      85.7968
     483     171.1227      46.4674      58.1197
     484    -177.4565      46.1011      50.6377
     485    -174.2303      39.8668      74.9303
     486     167.4075      58.3886      70.1024
     487     174.6636      55.9088      60.9167
     488    -169.0227      52.7588      76.2435
     489     164.3866      53.9046      51.2928
     490     168.5237      56.5567      71.2633
     491     177.3072      54.4278      69.4761
     492     174.3019      60.0039      72.4610
     493     167.0087      66.9798      56.1685
     494    -164.7781      39.1200      62.8257
     495     174.0308      45.6608      75.3219
     496     167.7467      67.1197      54.2770
     497     173.3472      42.6502      60.0117
     498    -174.3292      56.8450      66.5450
     499    -168.8191      49.9359      84.1962
     500    -168.1871      36.5928      87.0512
     501    -178.9309      50.4743      65.8588
     502    -175.3120      39.1038      77.1338
     503    -178.2618      41.1415      99.1297
     504    -163.3801      28.4993      90.9364
     505    -178.7432      47.7220      63.0948
     506     174.8215      43.3104      72.3596
     507    -179.1379      47.6215      89.5080
