#Frame       chi1:120     chi2:120     chi3:120
       1     -52.3692     -82.0005    -171.8691
       2     -52.3782     -79.2872    -158.0950
       3    -114.7455      63.7136     114.0189
       4     -68.8176      -3.0358     167.5047
       5    -110.0409      42.4112     117.6487
       6     -64.7493     -25.2214     130.1086
       7     -48.6869     -49.8945     127.2939
       8     -63.3028     -24.7728     173.0046
       9     -51.1736     -29.1292     146.5111
      10     -55.1417     -39.9280     108.5758
      11     -77.5273     -20.2219     102.7410
      12     -63.1793     -89.5339      66.7906
      13     -72.1724     -67.6709      22.4013
      14     -42.9904     -91.8880      47.2507
      15     -73.8083     -15.6674     -51.2105
      16     -83.4003     -80.1773      64.9531
      17     -72.7967     -61.6851      40.9916
      18     -62.5148     -89.1308      89.1280
      19     -66.6611     -48.8669     -32.4483
      20     -74.8086     -85.0913      15.2297
      21     -87.8555     -73.3338      46.0999
      22     -76.9797     -93.3786      34.7659
      23     -71.4762     -83.8514       0.3295
      24     -68.2937    -101.6692      69.8446
      25     -68.6641    -100.8990     102.7232
      26     -73.5731    -105.3692      95.4969
      27     -68.9634     -29.1013      94.1913
      28     -72.7060     -45.1901     105.0612
      29     -56.8780     -89.5956      47.7156
      30     -71.0717     -87.5813      28.7048
      31     -81.6855     -65.6300      18.9519
      32     -61.9330     -69.5334       0.0707
      33     -72.7631    -100.7170      24.7842
      34     -77.0574     -44.4364    -104.4482
      35     -67.0027     -54.2539     -83.7849
      36     -67.7934     -84.0430     -61.3314
      37     -60.6794     -62.5767     -72.8735
      38     -65.7473     -78.7120     -75.3736
      39     -84.3477     -51.4142    -118.9262
      40     -90.4296     -58.8038     -77.2157
      41     -69.7914     -90.6284     -72.6623
      42     -72.1966     -68.0091     -72.9677
      43     -71.3424     -36.5882     -72.8755
      44     -62.7657     -63.5949     -84.6646
      45     -74.9374     -66.4659     -75.2074
      46    -100.5381     -90.3989     -65.4527
      47     -70.7836     -73.1215     -55.2792
      48     -75.7082     -68.9903     -48.9418
      49     -59.9292     -33.6662     -76.5582
      50     -45.8290     -52.5480     -59.0022
      51     -71.9319     -19.9130     -79.5610
      52    -105.8030      11.3118    -127.9106
      53     -69.7600     -44.1351     -40.5919
      54     -50.4408     -53.7645     -76.7277
