#Frame     o_angle_m1   o_angle_m2
       1      36.7671      34.2216
       2      35.1240      33.8261
       3      35.2435      35.9238
       4      34.7954      33.2884
       5      35.2113      34.4458
       6      37.0830      34.7219
       7      34.4979      35.0559
       8      35.5928      31.5760
       9      33.5975      32.9447
      10      35.3043      33.1787
      11      34.5713      33.2244
      12      34.4245      34.2637
      13      34.8370      30.7023
      14      35.2964      30.7557
      15      35.5883      34.0604
      16      38.0997      40.7184
      17      37.8474      39.7120
      18      36.3759      37.8105
      19      36.3422      35.1139
      20      36.2710      35.4792
      21      35.1140      37.9138
      22      38.6126      37.7847
      23      37.2351      36.3269
      24      35.6158      35.9654
      25      38.5593      37.8188
      26      37.4728      36.9725
      27      38.9878      37.0057
      28      36.9282      35.6530
      29      36.7224      37.7204
      30      38.1135      37.9015
      31      38.5964      40.0367
      32      37.8761      37.1686
      33      36.5710      39.3379
      34      34.5415      37.0687
      35      35.8724      40.3624
      36      34.7008      36.0911
      37      36.1562      39.3722
      38      38.3895      42.4019
      39      37.3935      41.6177
      40      38.2960      44.3148
      41      36.9037      41.6028
      42      38.2756      45.1162
      43      38.1725      43.3107
      44      35.8026      39.8770
      45      36.0514      37.3355
      46      35.2248      35.1078
      47      40.0510      35.4372
      48      39.5868      35.5534
      49      37.9061      35.0186
      50      36.3284      36.4011
      51      40.7490      37.1353
      52      37.4411      35.8980
      53      37.4458      33.1620
      54      37.6971      36.3309
      55      36.5704      36.5931
      56      38.7970      37.0169
      57      38.0723      35.3012
      58      36.7886      37.7905
      59      39.8313      40.2201
      60      38.2533      37.2899
      61      38.7212      38.9116
      62      41.0379      38.9924
      63      39.7700      37.1887
      64      41.8383      39.0557
      65      40.0337      37.2308
      66      41.5019      37.9000
      67      37.2381      37.7808
      68      39.0476      39.4404
      69      38.3442      34.2915
      70      36.9421      37.1835
      71      37.2383      37.1170
      72      38.7871      37.8102
      73      37.4248      38.1335
      74      37.9271      37.9151
      75      36.6002      39.2983
      76      36.3865      37.3241
      77      39.0284      40.0634
      78      37.8452      39.0956
      79      33.8278      37.4095
      80      37.2379      38.7322
      81      39.3985      41.2631
      82      39.8980      38.8828
      83      36.9072      39.6169
      84      37.7276      37.3705
      85      36.8131      36.0417
      86      37.0785      37.1724
      87      36.4400      34.9865
      88      39.5306      38.7930
      89      37.1921      39.3288
      90      36.2097      42.4125
      91      36.3013      43.4490
      92      35.4436      44.4503
      93      38.4967      44.0248
      94      38.0395      41.2862
      95      38.3304      42.4250
      96      37.4160      40.5796
      97      40.8919      40.9869
      98      40.1330      43.8465
      99      38.1248      43.9171
     100      37.8177      41.9213
     101      37.0618      37.3467
     102      38.6255      39.0275
     103      39.7973      38.9126
     104      37.9161      36.8274
     105      36.4851      39.1327
     106      37.1705      40.8878
     107      38.0409      40.5845
     108      37.5775      42.3025
     109      39.0816      41.6689
     110      37.0729      40.0361
     111      37.7317      40.6875
     112      36.5211      38.7290
     113      38.5918      40.9022
     114      38.6659      42.7630
     115      40.6540      39.8934
     116      37.4716      40.5248
     117      37.2644      41.9656
     118      38.7383      42.7915
     119      34.5621      40.5373
     120      38.7049      43.8393
     121      37.3377      44.6917
     122      38.6066      45.8320
     123      36.6723      40.4845
     124      34.6918      42.5703
     125      34.0393      40.7598
     126      36.0661      39.6863
     127      38.8833      42.0714
     128      39.3817      42.7738
     129      38.7313      46.1486
     130      40.0802      45.3987
     131      35.1009      42.0151
     132      35.8889      40.2340
     133      35.9406      44.8168
     134      36.4110      42.8114
     135      38.0434      43.6600
     136      36.0428      41.9346
