#Frame        chi1:32      chi2:32      chi3:32
       1     -70.5312     -84.1912      96.4015
       2     -73.4956     -66.9899     135.4710
       3     -81.2636     -65.5753     116.8364
       4     -97.5414     -71.6925     106.5818
       5     -66.2249     -71.6006      86.2750
       6     -84.2585     -69.2383     162.3495
       7     -99.2384     -74.9716     170.0202
       8     -94.9348     -87.2509      41.0448
       9     -92.7231     -71.6552       6.8513
      10     -90.2208     -72.3391     122.8514
      11     -91.9918     -80.3813      71.8585
      12     -84.0696     -92.0634      34.5415
      13     -80.9265     -93.7248      64.1669
      14     -80.5008     -92.6683      58.5033
      15     -76.3624     -90.1317      38.5776
      16    -100.0099     -75.7350      62.4475
      17     -69.6110     -84.1555      58.6238
      18     -93.1647     -76.6628      73.4906
      19     -94.6281     -87.3210      36.1722
      20     -89.2757     -84.8310     114.8090
      21     -71.4785     -81.3675      57.2390
      22     -84.3175     -81.8650      93.1323
      23     -90.7760     -83.2462     130.2441
      24     -61.1539     -93.2169      96.1521
      25     -82.8344     -81.3723     159.3123
      26     -52.1741     -97.7069     113.3935
      27     -63.7654     -74.4262      76.8863
      28     -94.4825     -69.4647     128.5783
      29     -78.1445     -66.9036      86.2543
      30     -70.3794     -76.5636      73.4749
      31     -74.1548     -87.5612      71.1252
      32     -75.5868     -77.7758     150.8123
      33     -96.1696     -65.3461     105.0914
      34     -87.5803     -82.7702      93.6682
      35     -78.7779     -78.6593     172.1124
      36     -68.4041     -73.4694     142.4572
      37     -57.2244     -71.5775     170.0534
      38     -90.6422     -55.7371     162.6728
      39     -53.1057     -91.9014    -149.8921
      40     -53.0554     -56.5641     -50.5058
      41     -67.9495     -67.3830     -85.6196
      42     -47.8276     -86.5457      45.4842
      43     -87.4051     -71.8438     -65.6952
      44     -63.1813     -77.8073     -92.8671
      45     -70.1448     -68.2210     -93.4042
      46     -88.8744     -78.2780     -72.9314
      47     -90.0191     -77.0800     -88.3430
      48    -113.3894     -51.7049     -72.3293
      49     -67.3488     -66.7469     -57.6907
      50     -79.4132     -52.0875     -72.2857
      51     -82.8041     -76.3581      23.4943
      52     -71.2962     -52.6965     -11.7905
      53     -88.2452     -49.2618     -47.1159
      54     -71.4482     -60.9719     -27.9950
      55     -67.6290     -63.6957     -18.2614
      56     -63.9914    -100.7101      49.7341
      57     -60.2568     -81.2325      16.5907
      58     -70.8695     -83.3516      28.9060
      59     -76.2668    -114.4162      25.9079
      60     -73.5974     -84.4055      80.1079
      61     -77.1783     -85.1364     101.8442
      62     -53.0771    -109.9809     106.2635
      63     -88.0635     -66.1621     136.6280
      64     -87.1283     -56.5296     142.9202
      65     -83.6265     -73.2512     129.0975
      66     -75.0786     -53.7931      96.8889
      67     -72.1019     -71.2829     106.1543
      68     -78.4707     -67.7910     157.0310
      69     -88.8424     -58.9309      95.0795
      70     -79.5667     -65.4114     141.6063
      71     -78.5417     -67.8811     152.9177
      72     -76.2318     -81.4883    -161.7842
      73     -69.3011     -43.5739     140.0750
      74     -85.0500     -80.0708     119.1849
      75     -84.8165     -47.2360     161.1121
      76     -70.6214     -63.0171     117.4993
      77     -91.4571     -68.6742     136.7254
      78     -72.9530    -105.2919      92.9252
      79     -99.2513     -76.8151      76.5085
      80    -106.1044     -92.4100      77.9467
      81    -134.2839     -53.1116     102.1380
      82     -99.9696     -71.8453     104.6915
      83     -79.3853     -32.4428     171.1551
      84     -68.1508     -82.1549     107.9177
      85     -77.6223     -74.7492     110.0507
      86    -122.2942     -53.4257     156.1160
      87    -128.3242     -72.8869      95.7251
      88     -87.2575     -84.1521      92.3879
      89     -78.9150    -128.8052      92.7554
      90     -49.6200    -138.4527      80.1968
      91     -73.1646     -93.1876      23.4477
      92     -72.2539     -98.4091      31.2549
      93     -65.4922     -67.3179     -29.6914
      94     -82.3934    -118.6319      52.7426
      95    -100.7106     -88.0386      97.6673
      96     -71.9950    -100.6891      85.6363
      97     -78.3145     -95.8036     118.9897
      98     -67.9022     -98.3304      77.1975
      99     -98.3878     -54.6132     142.4514
     100     -73.8903     -77.9519     141.2433
     101     -62.7816     -88.9569     110.6195
     102     -82.7636     -61.7502     136.3460
     103     -62.2709    -100.4135     112.1624
     104     -91.6888    -100.9302     145.7628
     105     -81.1197     -76.5337     144.9227
     106     -79.8210     -73.5333     128.6070
     107     -67.3056     -64.3258     122.0707
     108     -76.1037     -77.4787     145.4204
     109     -91.4982     -68.3680     114.5314
     110     -71.1484     -61.0644    -176.1130
     111     -85.7248     -71.8359     171.7831
     112     -74.3382     -79.8851     171.5206
     113     -80.0811     -72.4229    -172.2810
     114     -73.1705     -78.3847     142.0711
     115     -83.4143     -63.9162      76.0472
     116     -59.2958     -79.4665     109.8944
     117     -76.5242     -60.8566     128.5152
     118     -76.8421     -70.7180     122.9144
     119     -72.1288     -82.7451     110.1570
     120     -66.7154     -72.4062     117.2045
     121     -59.2976     -84.2776     125.7023
     122     -76.7675     -97.8827     127.7889
     123     -80.1178     -90.3980     120.5103
     124     -58.8281    -121.8640     112.9793
     125     -73.7047    -101.7727     102.8162
     126     -71.2141    -106.1987     116.3170
     127     -64.3800    -127.9596     112.0996
     128     -51.7532    -145.7609     140.9802
     129     -73.9670     -89.1615      88.5378
     130     -63.3711    -117.4500     101.6666
     131     -62.7144     -92.5141      69.4046
     132     -84.9872     -84.6839     146.7777
     133     -82.2050    -101.1168     119.8272
     134     -55.9749     -94.1337      93.3793
     135     -75.3268     -96.9682      91.5336
     136     -87.1721     -86.8855      86.4952
     137     -71.6331    -108.0134     135.5744
     138     -76.7314     -91.7933      46.8190
     139     -84.8831     -96.2788     102.9834
     140     -99.3778     -86.3579      88.9881
     141     -68.3635     -75.8409      74.4978
     142     -81.0610     -75.6303      86.5392
