#Frame       chi1:120     chi2:120     chi3:120
       1     -55.2224     -96.0980    -173.0147
       2     -51.1363     -85.8188    -151.8149
       3     -83.4625     -83.5952    -149.0955
       4     -74.9523     -75.9541     174.2023
       5     -83.7786     -91.3990    -138.5455
       6     -69.2573     -80.6152    -164.8771
       7     -73.1298     -78.0847    -124.4967
       8     -71.3861     -70.0077     143.9509
       9     -55.7891     -30.7987     171.2296
      10     -99.9547     -33.0852     133.0302
      11     -62.2994     -46.2267     136.4043
      12     -90.0716     -36.4525     114.6108
      13     -83.3587     -60.3741     167.6295
      14     -72.5456     -53.4774     167.3845
      15     -78.3439     -43.3558     131.8359
      16     -76.2285     -70.0225    -166.4822
      17     -81.2877     -84.7256    -172.1896
      18     -69.9124     -66.9960     169.9530
      19     -53.9330     -70.1863     158.1143
      20     -77.4815     -40.0289     138.6638
      21     -68.5667     -58.4731     120.1588
      22     -88.7569     -56.3174     127.2905
      23     -86.6785     -61.6031     145.8948
      24     -80.8470     -74.2575    -146.2497
      25     -83.1752     -67.2046     159.5386
      26     -94.0274     -38.9255     139.9737
      27     -61.1281    -105.2072    -139.3011
      28     -68.4804    -104.9735    -154.9443
      29     -65.6927     -90.1369    -115.0404
      30     -68.5385    -107.0576    -114.9895
      31     -62.9365     -76.6688     -96.1762
      32     -70.2345     -62.9807     -78.2722
      33     -70.9127     -56.3808     -72.7766
      34     -61.9307     -90.1089     -27.9696
      35     -57.3412     -78.7338    -107.8866
      36     -72.1874     -57.1212     -75.4779
      37     -78.2004     -81.5374    -108.5158
      38     -85.6030     -55.2708     -95.2671
      39     -75.1681     -67.7102     -29.8142
      40     -86.0656     -72.3717     -50.2478
      41     -54.7645     -90.2020     -68.5108
      42     -73.2922     -49.5537     -97.3440
      43     -79.7000     -40.9063     -49.4113
      44     -64.8523     -68.4770     -87.2581
      45     -72.6737     -95.0778     172.7748
      46     -75.8164     -72.5492      91.2155
      47     -68.0035     -52.7951     145.6943
      48     -66.1136     -90.2763      96.8069
      49     -66.6642     -64.5069      60.3022
      50     -79.8231     -64.8155     112.7607
      51     -77.1345     -87.9515      42.2339
      52     -87.9036     -63.6532     -38.3285
      53     -53.7104     -70.3717     -74.3030
      54     -64.6421     -80.2381     -80.9071
      55     -80.2771     -55.2816    -111.1284
      56     -72.2146     -79.1716    -119.9782
      57     -64.3673     -50.7900     -64.7870
      58     -79.4093     -79.0493    -110.1747
      59     -76.4894     -70.8076    -107.4725
      60     -87.0715     -84.1888     -84.9590
      61     -63.8145     -57.7802     -42.2395
      62     -88.0425     -83.2348      57.3451
      63     -84.5793     -96.7119      97.5094
      64     -73.3181     -74.9441      89.8146
      65     -66.4777     -93.4700       7.4629
      66     -78.5414     -89.0149      69.5718
      67     -68.0171     -38.6501      91.7241
      68     -73.0338     -41.6136     116.4146
      69     -58.8149     -59.8157     168.4282
      70     -61.8459     -75.7598     171.8144
      71     -84.8056     -86.3944    -178.4129
      72     -63.3259     -91.0044    -128.4627
      73     -82.7537     -70.9381    -124.4059
      74     -65.3689     -63.5794     -51.0861
      75     -82.9944     -78.6317    -113.2000
      76     -75.4241     -96.3509    -126.4835
      77     -82.4206     -81.9739    -136.3233
      78     -80.7771     -72.2834    -119.1052
      79     -79.8851     -84.8281    -128.0960
      80    -107.7095     -80.8940    -158.2183
      81     -79.9780    -115.8242    -169.0983
      82    -100.5686     -66.2678     143.2539
      83     -83.8127     -75.4285    -177.2706
      84    -101.5696     -51.1170     173.5077
      85     -98.1168     -80.7929    -154.7087
      86     -79.6606     -87.4328    -131.1451
      87     -93.3083    -107.0245     -96.7317
      88     -74.4801     -54.3163     -63.8464
      89     -67.7476     -68.0273     -41.8344
      90     -69.0373     -63.9527     -24.6828
      91     -77.2831     -49.2208     -41.7204
      92     -63.9942     -36.6868     -47.2513
      93     -58.4367     -86.0645    -111.9763
      94     -72.1248    -104.7773     -97.8551
      95     -69.2276    -123.8318     -79.9926
      96     -67.2269    -116.3946     -86.4937
      97     -71.0376    -108.1331     -97.1645
      98     -69.0694     -85.9183     -74.4358
      99     -73.2440     -80.9185     -96.0193
     100     -61.1792     -79.3653     -72.6480
     101     -91.6081     -95.3427     -98.4512
     102    -109.3810     -84.3305    -101.2025
     103     -74.0885     -83.6996     -81.7630
     104     -74.4860     -63.4997    -102.5735
     105     -85.1237     -74.0000     -76.6765
     106     -85.3073     -71.2733     -98.9603
     107    -112.2079     -65.9357     -63.5221
     108    -116.7690     -59.7298     -69.2826
     109     -96.5183     -78.3781     -10.8526
     110     -96.0779     -83.3161     -63.6972
     111    -123.3497     -56.0286     -75.7079
     112     -93.9269     -52.0567     -33.8436
     113     -99.7723     -54.5963     -54.9459
     114    -105.0853     -57.0222     -72.8692
     115     -83.4846     -90.7553     -92.8816
     116     -72.7926     -82.9029     -91.3605
     117     -85.7280     -71.7354     -80.6939
     118    -101.5957     -61.8562     -76.0886
     119    -108.9423     -47.8521    -119.1276
     120     -80.1872     -78.3615    -109.0974
     121     -66.6693     -74.0461     -73.6801
     122     -66.5384     -71.9585     -41.6599
     123     -67.6383     -77.6352    -105.7641
     124     -70.0658     -83.2655     -70.6795
     125     -79.3096     -72.3359     -72.7459
     126     -61.2690     -51.8705     -34.0479
     127     -62.9278     -55.6900     -48.9869
     128     -54.2976     -68.7254     -40.9850
     129     -56.2366     -42.9026     -65.8631
     130     -49.5382     -27.5591     -66.1642
     131     -66.1691     -38.2723     -50.7087
     132     -71.0578     -12.4411     -53.5616
     133     -75.5861     -64.7886     -17.3035
     134     -66.2196     -84.4439     -70.1295
     135     -53.0525     -60.8543     -62.2644
     136     -71.9709     -86.2418     -66.4303
     137     -68.4591     -93.7375     -72.9773
     138     -67.1360     -71.7831     -70.6089
     139     -45.0817     -44.3957     -57.2844
     140     -67.5393     -23.3592     -57.9684
     141     -50.2112     -77.8447     -89.5699
     142     -57.8828     -69.8709     -73.6773
     143     -82.7535     173.5976      61.1035
     144     -80.5570     178.7913      61.3361
     145     -58.3041     129.1231      61.7432
     146     -60.6182     160.8683      36.6552
     147     -86.0933     164.6569      53.8339
     148     -59.1030    -174.6051      20.6130
     149     -80.0049     120.7177      76.7827
     150     -86.2912     134.1428      56.8043
     151     -59.0990     177.9459     -61.9049
     152     -74.3003      89.9643      61.7165
     153     -76.9515      98.3225      58.4245
     154     -74.3998     100.3176      61.0972
     155     -59.0853      96.1273      63.0635
     156     -92.3213     142.9354      33.1391
     157     -61.9035    -157.5325     -82.1727
     158     -55.0420    -143.9430     -93.1575
     159     -88.9727    -140.9865     -85.0806
     160     -78.9543    -136.6880     -99.7838
     161     -92.1022    -149.7093    -106.1091
     162     -69.9825    -104.5587    -110.4295
     163     -71.7778    -101.8990    -140.9035
     164     -65.6139    -133.5883    -144.1138
     165     -73.0629    -140.7489    -102.1753
     166     -70.3431     -92.5484     -84.8528
     167     -73.5378    -133.3540    -120.9245
     168     -69.9598    -123.8889     -66.9076
     169     -88.2415     171.4627     -98.4410
     170     -62.1819    -111.6979    -176.7854
     171     -77.1543     -80.2493     161.2217
     172    -168.3596    -175.5372     -88.6400
     173     -70.7718    -151.8383     128.7428
     174     -42.4864     153.8277     119.4141
     175     -63.4848     107.1606      73.1335
     176     -53.8179     110.3558      75.7022
     177     -65.3608     116.6451     144.5984
     178     -53.0010     152.7317      58.6349
     179     -69.5919     179.1919      86.5774
     180     -62.7406     174.4600     106.3485
     181     -91.0239     135.9659      99.3087
     182     178.5759     143.6089     179.5140
     183     -76.1027     179.5483     122.3724
     184     -94.2520    -179.4371     110.7647
     185    -158.7144     175.0210     100.2281
     186    -155.7317    -166.9646      96.5144
     187     -66.9547     159.7966      79.1923
     188    -143.3010     167.7199     120.9187
     189     -72.6880    -172.0199      70.6035
     190     -79.8726    -153.5012     132.1078
     191     -74.2781    -176.7897     167.5278
     192     -79.4275    -151.6090     108.9767
     193     -69.4393    -143.0497      69.9895
     194     -70.7009     -96.6101      93.1939
     195     -75.5270     -76.6218     134.0093
     196     -62.5440     -71.6201     160.6589
     197     -46.8740     -79.9276     111.5052
     198     -71.9129     -65.3741     140.5062
     199     -94.3151     -76.9472      90.6905
     200     -75.7237     -88.6337      82.7465
     201     -85.3882     -69.8122      73.0557
     202     -59.4874     -72.4001     122.3936
     203     -64.0802     -64.5390     161.1402
     204     -51.0367     -78.0943     152.9489
     205     -56.7276     -68.5251     146.0731
     206     -65.6652     -69.1969     157.5963
     207     -72.4809     -62.2618     162.9285
     208     -88.3098     -63.1821     151.6545
     209     -82.6676     -66.6060     142.6256
     210     -96.7570     -64.4990     174.6332
     211     -64.9365     -62.5094    -179.1646
     212     -65.4720     -64.0223     128.4107
     213     -52.8286     -56.9337     112.2669
     214     -62.4689     -58.4950     135.3041
     215     -49.6224     -65.4133     114.5019
     216     -57.5655     -76.2709      93.8290
     217     -60.7940     -66.1911     101.3314
     218     -57.4843     -64.1343     118.9328
     219     -63.5611     -40.8769      84.2786
     220     -55.6213     -51.5261     122.6766
     221     -54.3370     -60.2668     126.3378
     222     -62.2975     -55.0064     109.9448
     223     -54.7626     -57.7705     148.1759
     224     -58.8115     -61.8046      98.6784
     225     -64.1258     -49.0574      99.5986
     226     -63.4268     -64.4441     135.9444
     227     -68.5626     -78.0510     136.8574
     228     -65.6467     -70.5997     124.8471
     229     -54.4265     -79.7098     140.6622
     230     -67.0061     -71.4075     104.0979
     231     -52.0157     -65.4840     133.9049
     232     -62.9149     -51.2083     112.0925
     233     -63.5565     -49.1420     106.1183
     234     -61.2182     -46.5064     123.7514
     235     -58.7124     -63.1665     134.6246
     236     -60.9913     -58.7655     128.9584
     237     -65.3510     -46.6100      87.1324
     238     -52.8703     -73.8049     133.7558
     239     -52.7091     -65.4232     105.6122
     240     -58.6862     -49.0566      99.6506
     241     -72.0473     -62.9763     118.2647
     242     -64.9123     -45.4089      85.7343
     243     -47.8661     -62.4967     135.9067
     244     -70.0893     -48.9061     103.4407
     245     -57.8584     -58.9579      92.8234
     246     -67.8406     -45.0090      82.2413
     247     -71.9153     -54.5579     100.4488
     248     -65.3316     -63.7956      98.2603
     249     -62.6988     -62.4444      97.0279
     250     -61.8818     -55.5743     105.2804
     251     -72.7487     -67.7349     110.9463
     252     -66.1855     -74.3638      91.3794
     253     -68.7004     -56.9249      93.1467
     254     -73.0056     -58.1530     113.6333
     255     -54.9379     -55.7813      96.2857
     256     -79.6311     -50.0358      97.5873
     257     -57.7885     -73.0731     113.0934
     258     -60.6509     -60.4147     124.1469
     259     -63.9612     -57.9474     106.0396
     260     -73.3307     -52.5255      89.8370
     261     -46.9780     -66.7409     142.0595
     262     -59.5329     -66.2835     118.4419
     263     -53.8457     -57.7435     125.1169
     264     -36.4137     -60.8063     144.7608
     265     -64.4332     -45.3597     125.8052
     266     -65.6157     -56.5702     100.0074
     267     -47.1439     -55.2326     108.9571
     268     -55.7034     -41.2136      93.2149
     269     -58.3431     -53.8731     100.6661
     270     -66.5203     -55.0302     112.8298
     271     -69.3360     -47.4968      89.9305
     272     -49.5736     -75.9426     148.5193
     273     -47.4028     -47.6823     129.4521
     274     -68.2104     -75.1757     128.8015
     275     -48.9794     -64.5728      98.9728
     276     -59.6239     -72.7357      83.5705
     277     -84.7427     -57.3990      93.3202
     278     -78.4009     -76.6356      97.8968
     279     -65.0424     -64.2827      81.3675
     280     -64.4989     -74.3707      89.6677
     281     -65.7134     -70.4801      87.0697
     282     -74.5461     -80.0231     115.3052
     283     -75.8428     -69.6105     105.3722
     284     -76.2792     -60.9116     108.6524
     285     -67.7050     -79.1135      57.1376
     286     -75.6133     -78.9615     116.8712
     287     -75.5513     -67.6906      99.9639
     288     -78.3975     -56.2237     123.0752
     289     -38.7508     -46.7253      87.7216
     290     -53.1705     -36.8438     101.6968
     291     -42.8511     -52.5447     152.7869
     292     -51.1358     -68.8833     129.6975
     293     -54.9870     -63.8019     138.5294
     294     -59.0836     -55.6219      98.5038
     295     -68.3329     -65.4756      87.3758
     296     -68.8844     -61.1018      94.9337
     297     -59.1804     -67.3121      87.8694
     298     -74.2221     -54.4809      94.4617
     299     -45.3142     -36.2574     164.6097
     300     -69.1095     -19.2957     125.4794
     301     -61.6406     -20.0722     128.4994
     302     -49.1590     -24.2649     178.3942
     303     -30.8360     -57.8116     136.9072
     304     -50.9208     -81.3286    -120.3580
     305     -63.8608     -68.6315     -59.4651
     306     -76.6987     -65.1411     -79.5311
     307     -48.0491     -67.6589     -46.4036
     308     -74.9945     -73.5558     -66.5450
     309     -69.7407     -77.7940     -49.5346
     310     -52.1878     -57.7251     -39.6901
     311     -52.9344     -33.9138     -77.1210
     312     -64.7669     -65.1076       3.4117
     313     -75.6433     -71.9320      -7.5545
     314     -77.5944    -103.0851      17.6947
     315     -72.8687     -77.1109      11.5334
     316     -59.4707     -68.0283     -33.8845
     317     -60.1116     -43.8690     -38.3217
     318     -87.8430      12.2745     -57.8368
     319     -32.5358     -66.0340     -58.9575
     320     -73.2815     -37.5976     -77.5999
     321     -59.1800     -59.4429     -41.4733
     322     -41.4436     -56.7994     -11.0390
     323     -69.0546     -61.1439     -73.4176
     324     -75.2954     -48.4925     -58.9567
     325     -44.3839     -48.1885     -20.6087
     326     -77.6461     -60.1619       8.7323
     327     -83.9891     -63.9155      30.0433
     328     -66.5259     -70.2830      18.1854
     329     -66.9381     -55.5896      70.9667
     330     -65.7821     -55.6562     127.6022
     331     -71.7234     -57.8569     123.2902
     332     -53.5836     -59.8766     141.3098
     333     -65.5742     -73.0486     117.8302
     334     -43.8027     -62.0193     114.9830
     335     -62.9743     -39.1521     -60.1345
     336     -68.4505     -41.9928     -50.7690
     337     -57.0518     -39.6186     -51.8897
     338     -59.4763     -70.0885       8.8472
     339     -82.6882     -68.4693      65.9588
     340     -76.3289     -48.5058      90.4685
     341     -57.7165     -51.6287     148.3170
     342     -60.3642     -63.6196     123.3636
     343     -81.7159     -76.8365      83.2679
     344     -73.1646     -47.9555     111.5324
     345     -71.3378     -74.2071     118.3302
     346     -64.2724     -52.7773     106.0006
     347     -60.8465     -49.7970     114.0509
     348     -70.5648     -79.2402      67.1872
     349     -79.9382     -87.9573      97.2647
     350     -63.0862     -63.9332      79.5850
     351     -53.6555     -70.3305     175.4206
     352     -35.9291     -61.2757     154.2555
     353     -53.1060     -77.9270     148.6603
     354     -43.8967     -62.0132     152.4553
     355     -47.7828     -61.6916     165.5503
     356     -49.9820     -57.5564     141.0166
     357     -74.7063     -73.7390     136.6952
     358     -57.4340     -75.4068     168.1508
     359     -71.0910     -73.2697    -177.3260
     360     -77.3344     -51.8052     102.3521
     361     -75.4297     -79.8759      77.0834
     362     -59.0235     -51.2435     136.8292
     363     -67.6667     -83.1492    -171.5535
     364     -69.9257     -83.4288    -106.0081
     365     -69.0360     -85.5976     -78.9506
     366     -71.5109     -78.5661    -120.8500
     367     -74.5062     -79.2141     -95.1345
     368     -69.7677     -65.3249     -87.7805
     369     -54.4103    -107.2241      -6.1868
     370     -87.1667     -77.1833      57.5748
     371     -80.1771     -96.7140     106.0329
     372     -69.8120     -95.7976      78.5302
     373     -49.5013    -111.4931      62.9956
     374     -66.0696     -86.2337      31.6411
     375     -74.8757     -82.1404      53.6525
     376     -67.4937     -77.0108      88.6108
     377     -63.5229     -66.3838      96.1132
     378     -68.3023     -70.5301    -129.5897
     379     -63.9303     -72.0929     173.3046
     380     -66.5444     -63.8544     123.4032
     381     -59.3661     -77.9149     154.3197
     382     -65.4485     -60.2091     159.2229
     383     -76.1078     -77.6455    -162.5415
     384     -75.2263     -68.7681    -173.7665
     385     -61.2045    -100.9186    -130.4678
     386     -65.2164     -76.9809    -172.2295
     387     -75.4546     -66.4681    -178.5243
     388     -80.1086     -58.2671     118.6288
     389     -68.5105     -64.8569     164.1816
     390     -53.8087     -51.4515     165.5189
     391     -68.9393     -63.1143     154.5126
     392     -81.3561     -61.4128     166.8573
     393     -63.2754     -68.6970     170.9028
     394     -66.8138     -52.5312     142.0364
     395     -70.4835     -74.1591     165.4456
     396     -61.1491     -85.6216     177.5698
     397     -76.6991     -62.4111     107.1630
     398     -80.6216     -79.6272      82.1235
     399     -76.5271    -103.5981     133.6951
     400     -78.4119     -89.9442     162.1154
     401     -75.1452     -59.2287     165.2403
     402     -72.4068     -57.9242     147.8630
