#Frame      Mode1    Mode2    Mode3
       1   49.239  -24.783   -3.684
       2   53.094  -22.832   -4.252
       3   61.133  -24.240   -5.280
       4   60.112  -29.953  -12.195
       5   56.201  -29.462  -15.892
       6   56.199  -28.425   -9.020
       7   50.125  -27.946  -12.056
       8   46.127  -25.873  -15.323
       9   52.364  -27.822  -14.225
      10   49.623  -20.961  -13.283
      11   49.687  -23.475  -12.396
      12   47.375  -20.221  -10.492
      13   51.155  -23.464   -9.465
      14   50.492  -25.907  -11.310
      15   51.258  -32.901  -17.272
      16   51.707  -30.237  -12.069
      17   52.186  -32.078  -12.561
      18   55.923  -35.175  -13.715
      19   57.116  -35.696  -13.261
      20   56.661  -38.150  -20.444
      21   52.890  -36.483  -20.117
      22   50.947  -35.075  -19.415
      23   50.540  -34.107  -17.402
      24   54.908  -34.874  -18.901
      25   49.505  -33.342  -18.341
      26   49.798  -28.475  -15.994
      27   56.379  -30.162  -13.060
      28   56.677  -29.041  -13.588
      29   55.478  -28.804  -17.542
      30   55.402  -29.022  -15.832
      31   57.964  -31.785  -12.094
      32   57.822  -31.760  -11.104
      33   54.347  -30.770  -13.811
      34   59.192  -37.554  -15.741
      35   53.581  -37.523  -19.370
      36   52.106  -41.638  -25.649
      37   53.482  -46.075  -27.441
      38   55.376  -40.959  -24.301
      39   58.678  -46.047  -25.220
      40   61.459  -45.571  -24.665
      41   60.162  -47.344  -24.167
      42   57.116  -46.414  -27.208
      43   56.458  -44.779  -29.305
      44   60.436  -46.223  -21.042
      45   58.542  -38.762  -18.856
      46   58.026  -44.607  -19.657
      47   56.829  -42.653  -15.698
      48   55.473  -41.722  -15.495
      49   51.426  -42.556  -15.147
      50   53.399  -42.357  -13.392
      51   52.944  -42.530  -12.835
      52   59.185  -44.393   -9.056
      53   56.069  -42.734  -13.926
      54   52.461  -41.935  -13.898
      55   60.044  -37.275  -12.527
      56   62.227  -36.137   -9.877
      57   56.688  -31.664  -11.755
      58   60.900  -32.571   -8.247
      59   62.779  -32.782   -5.542
      60   68.991  -34.823   -4.272
      61   65.874  -34.447    0.043
      62   67.917  -38.742   -4.378
      63   61.303  -36.707   -8.685
      64   59.214  -35.095  -10.641
      65   54.188  -39.199  -12.237
      66   54.205  -35.442   -8.692
      67   54.641  -37.590  -10.069
      68   58.540  -38.170   -9.945
      69   59.567  -39.495   -4.795
      70   56.590  -37.815   -8.215
      71   57.326  -40.831  -16.095
      72   53.576  -35.816  -15.734
      73   54.169  -39.738  -18.116
      74   57.128  -40.636  -12.430
      75   56.429  -43.461   -9.514
      76   59.703  -43.760  -13.900
      77   61.133  -44.331  -18.021
      78   62.822  -37.932  -16.982
      79   58.683  -39.735  -18.281
      80   63.781  -36.747  -11.344
      81   63.722  -36.867  -10.101
      82   62.591  -30.252   -5.556
      83   62.270  -34.452   -9.247
      84   67.964  -32.378   -7.987
      85   72.688  -31.876   -5.526
      86   72.299  -36.026   -6.035
      87   74.503  -37.063   -5.777
      88   79.591  -32.668    0.072
      89   75.459  -28.560    0.112
      90   74.871  -30.556    0.910
      91   76.288  -38.092   -3.148
      92   81.236  -41.057   -2.759
      93   81.118  -40.354   -4.671
      94   81.862  -38.641  -10.175
      95   80.701  -35.467  -10.217
      96   74.895  -34.423  -10.668
      97   72.421  -33.927   -9.164
      98   70.581  -40.254  -16.469
      99   68.114  -35.127  -18.693
     100   72.479  -39.009  -19.746
     101   67.545  -31.808  -17.233
     102   71.621  -33.034  -16.782
     103   75.391  -36.222  -16.346
     104   73.347  -37.971  -17.928
     105   74.026  -36.438  -18.004
     106   68.477  -34.593  -18.335
     107   69.582  -33.354  -16.183
     108   68.202  -37.416  -17.625
     109   67.993  -37.022  -16.711
     110   70.665  -35.053  -16.661
     111   70.585  -35.583  -22.848
     112   70.680  -33.746  -27.513
     113   68.294  -34.875  -28.164
     114   65.875  -38.455  -26.741
     115   66.918  -36.028  -30.343
     116   64.029  -38.141  -34.732
     117   71.165  -37.991  -29.301
     118   63.246  -43.328  -31.209
     119   60.029  -39.294  -31.235
     120   64.911  -36.379  -25.483
     121   63.236  -39.426  -26.388
     122   66.671  -43.268  -25.664
     123   63.994  -39.812  -25.989
     124   62.828  -36.369  -28.089
     125   66.245  -40.358  -29.546
     126   64.158  -38.283  -28.409
     127   67.622  -38.449  -25.532
     128   69.067  -37.842  -26.643
     129   69.144  -37.134  -28.844
