#Frame        chi1:32      chi2:32      chi3:32
       1     -67.0863     -75.6707     118.7339
       2     -80.6046     -77.5253     157.6175
       3     -80.8235     -62.3578     102.9949
       4     -88.2158     -57.3139     106.4237
       5    -107.8294     -29.6362     104.2196
       6     -90.6705     -71.4109      91.7400
       7     -86.9066     -53.3067     121.3544
       8     -73.5071     -59.7038     120.3535
       9     -74.2999     -57.9646     147.7845
      10     -78.4963     -68.4286      87.6075
      11     -62.5642     -71.5757     101.4124
      12     -84.4797     -57.6073     109.3053
      13     -60.9517     -59.4522     143.6207
      14     -62.6065     -70.8034     131.2072
      15     -78.6734     -68.8566      77.2968
      16     -81.6834     -71.2479      93.1246
      17     -73.1460     -64.4474     102.5809
      18     -84.0408     -61.7393     112.2501
      19     -90.6334     -67.4819      58.2867
      20     -71.9056     -81.9148     129.8947
      21     -76.6309     -66.9370     138.2965
      22     -71.1025     -58.8878     118.5390
      23     -69.5455     -39.8024     123.8446
      24     -97.5944     -29.7151     110.5779
      25     -80.5091     -57.0937     137.9593
      26     -88.4176     -59.9314     151.3437
      27     -71.7030     -74.3150     135.7924
      28     -63.2792     -66.7538     146.3902
      29     -81.2312     -51.3086     110.1695
      30     -74.2608     -71.2834     134.9580
      31     -74.8133     -79.4978     132.0530
      32     -87.2786     -53.6079     108.2809
      33     -76.4176     -85.3629     135.3190
      34     -61.6673     -86.4637     102.7648
      35     -70.6338     -74.0446     112.8315
      36     -54.1799     -62.8276     147.7873
      37     -38.3238     -67.1286     123.8567
      38     -75.6003     -50.4723     111.1963
      39     -75.2782     -51.1251      93.9254
      40     -60.9896     -66.0614     102.9720
      41     -69.4971     -39.4816     120.2173
      42     -71.7899     -97.7505    -148.8057
      43     -89.1588     -64.8704     108.4100
      44     -75.8486     -69.9915     143.0265
      45     -77.5921     -32.8493     109.6741
      46     -67.5583     -54.8802     107.3074
      47     -51.0078     -60.0077     130.6347
      48     -68.5169     -53.9855     134.0278
      49     -69.9445     -55.5935     124.6884
      50     -85.5632     -70.6981      98.9768
      51     -75.4042     -40.8706     112.5452
      52     -78.2231     -48.1225     110.3710
      53     -82.5070     -75.9533     119.7466
      54     -47.3770     -39.2431     138.2146
      55     -49.5004     -65.6220     151.9434
      56     -70.9419     -44.7044     115.4027
      57     -52.7167     -73.7016     139.8395
      58     -72.5914     -70.6141     154.9541
      59     -61.5119     -69.1455      78.6485
      60     -63.8280     -77.9060      90.7047
      61     -55.5218     -63.4325      92.3109
      62     -54.3470     -55.5269      93.8241
      63     -59.2634     -61.3734      92.5696
      64    -100.2751     -66.6248     106.8477
      65     -67.1387     -82.5367      77.6531
      66     -68.8220     -63.2613      98.9044
      67     -81.0763     -55.6194     -58.3764
      68     -70.7728     -93.1833      53.4952
      69     -85.5308     -37.2704     -49.4810
      70    -165.9311      62.5894     -95.6558
      71    -158.0899      46.8794     -85.6917
      72     169.0577      70.5900     -74.2194
      73    -159.5238      30.1834    -101.5687
      74    -170.0962      30.7134    -101.5608
      75    -162.1543      49.7639     -93.0399
      76    -170.9499      67.7314     -93.7295
      77    -161.8119      63.5646     -90.1413
      78     174.3883      62.5963     -95.0460
      79    -147.7734      66.8069    -107.6194
      80     -53.6680     -36.7124     -57.6739
      81     -72.3009     -16.9214     -61.9993
      82     -78.0363     -46.3330     -57.3581
      83     -62.4283     -63.1100     -52.6469
      84     -70.3399     -71.7487       4.9088
      85     -55.5669     -59.1868     -44.3868
      86     -77.8273     -12.5441     -63.0905
      87     -81.4188      -8.0586     -82.2824
      88     -42.3709     -50.8930     -81.0343
      89     -41.7517     -59.3216     -82.4544
      90     -72.5990      -9.0924     -75.5815
      91     -50.4783     -80.4299       7.3006
      92     -64.2491     -37.9691     -51.3487
      93     -31.2270     -60.5728     -49.0730
      94     -65.8662     -78.7307      57.9264
      95     -69.9637     -88.6608      41.8359
      96     -67.9548     -60.8551     -11.8702
      97     -70.4008     -28.9039     -72.9175
      98     -43.7128     -40.3390     -69.8832
      99     -69.8542      -5.4490     -75.4092
     100     -69.5208     -38.6104     -42.9022
     101     -55.2367     -46.6164     -42.3304
     102     -55.8867     -50.1503     -48.2978
     103     -44.0639     -48.6104     -71.4802
     104     -52.2360     -36.2105     -88.9796
     105     -50.4760     -53.5070     -43.4466
     106     -77.3609     -35.8185     -48.2693
     107     -67.1535     -50.0047     -39.5177
     108     -63.7599     -72.6899     -99.0598
     109     -75.4182     -84.7594      27.2252
     110     -58.4868     -80.2971      12.1837
     111     -63.1953     -93.5647      49.1489
     112     -87.1150    -122.4162      53.3202
     113     -75.7107     -86.8191      57.8283
     114     -66.3597    -103.2433      56.9301
     115     -66.0639     -97.9605      33.0085
     116     -81.3762    -101.2770      49.5117
     117     -88.5698    -101.8278      31.5849
     118     -73.9666     -82.9637     112.8530
     119     -64.4751     -98.0742     122.5432
     120     -52.3337     -88.3227     106.0073
     121     -69.8640     -73.0755     101.9268
     122     -50.3794     -80.2699      79.5176
     123     -62.0094     -76.2358      43.2818
     124    -140.9430      74.6663     -58.2194
     125    -139.5389      56.6392    -104.8391
     126    -145.1434      79.9046     -85.3792
     127    -162.3017      70.8827     -71.2914
     128    -148.1093      74.8556     -88.1883
     129    -155.3087      73.1034     -97.2429
     130    -152.1008      94.3111     -98.1622
     131    -162.7647      78.6382    -103.1782
     132    -157.3831      85.1484     -88.4481
     133     172.9693      54.9836     -77.6456
     134     176.2249      41.9738    -115.8606
     135     176.5294      68.6985     -94.6730
     136    -171.4827      47.2097     -94.6601
     137    -179.0516      65.3640     -91.7013
     138     176.9469      46.2937     -85.5162
     139     174.1765      53.9796     -92.5106
     140     178.2048      63.7080     -87.4747
     141     173.1782      54.9720     -76.8429
     142    -178.1865      50.2573     -96.7661
     143     178.2295      53.6394     -71.9202
     144     178.9612      64.6141     -85.6624
     145     176.2017      45.7433     -96.2689
     146    -155.2201      49.9618    -101.9736
     147    -165.8763      81.9058     -91.8819
     148    -179.1999      34.4982     -74.4177
     149     177.4239      57.9695     -84.7099
     150     171.3593      47.8565     -76.5885
     151    -175.2798      56.3769    -104.1941
     152    -166.9765      49.0001     -82.0241
     153     166.8952      58.1611    -100.7494
     154     177.9005      67.9212     -77.9589
     155     174.2037      58.6916     -71.8803
     156     171.7409      51.8985    -121.2636
     157     175.6864      61.1477    -100.1948
     158     177.8299      75.1816     -97.1767
     159     178.4957      58.0438     -92.8597
     160    -158.4894      30.1679     -83.4643
     161     174.2544      59.9542     -78.1674
     162    -179.0338      49.0786    -100.3864
     163     169.1843      59.7503    -120.8717
     164     171.6722      70.6966     -78.5622
     165    -177.7462      47.5469     -80.4204
     166    -175.2267      50.8975    -112.9269
     167    -176.4794      34.7493     -99.0675
     168    -177.1441      40.0462     -83.9402
     169     172.8294      56.9974     -86.1641
     170    -170.9962      64.5030     -78.8211
     171     175.6821      52.7438     -92.0561
     172    -164.5692      61.0893    -111.4483
     173    -151.5500      66.2906     -94.7890
     174    -100.3121      60.8391    -140.7387
     175     -92.4713      55.8314    -116.5344
     176    -113.6207      36.9324    -129.2013
     177     -51.9838     -27.0657     -43.0997
     178    -106.6866      59.3363     -72.7318
     179     -73.1239      18.7060     -98.1758
     180     -63.6588     -35.2285     -53.0145
     181     -69.4201     -22.3037     -86.1697
     182     -58.7471     -67.8912       8.5787
     183     -71.4765     -58.4090     -92.8539
     184     -69.4572     -43.8192     -44.0825
     185     -69.3133     -56.1914     -21.1999
     186     -52.3484     -72.4283     -39.7373
     187     -75.1694     -42.5893     -48.4918
     188     -70.6225     -63.4059     -71.1564
     189     -63.9961     -54.6950     -31.7778
     190     -95.1406     -45.8665     -64.1949
     191     -79.7435     -66.4274     -82.0746
     192     -50.9856     -69.1457     -72.9814
     193     -83.0847     -57.1547     -45.8830
     194     -85.7196     -49.8819     -83.2471
     195     -62.7514     -43.0530     -79.6700
     196     -83.9972     -46.3148     -69.9483
     197     -66.0398     -71.5915     -42.5229
     198     -58.8479     -57.5294     -57.1597
     199     -80.8621     -34.1065     -79.2708
     200     -62.3086     -62.5345     -73.1135
     201     -63.1453     -52.7597    -111.5640
     202     -61.1010     -66.8137     -51.2336
     203    -105.8759     -60.9004     -45.5773
     204     -77.1348     -35.1904     -35.9833
     205     -61.2149     -49.6643     -36.9892
     206     -53.7427     -55.1490     -41.9842
     207     -55.7184     -54.9309     -25.2724
     208     -64.9899     -59.4023     -30.0202
     209     -56.5792     -48.3025     -55.6647
     210     -61.3526     -74.5299     -31.9846
     211     -58.8426     -38.2911     -48.8356
     212     -66.9782     -44.9783     -87.1319
     213     -46.1142     -61.5835     -42.4304
     214     -63.5499     -61.4209     -40.9684
     215     -72.9756     -61.9985     -60.2321
     216     -60.8754     -66.9672     -51.9031
     217     -66.1811     -46.1606     -39.2449
     218     -67.3785     -59.1040     -34.7111
     219     -61.7823     -50.2803     -39.3806
     220     -61.9144     -53.5124     -23.6052
     221     -57.7506     -37.2855     -74.1314
     222     -37.4516     -66.0737     -45.4556
     223     -64.0407     -47.1508     -74.9587
     224     -63.2863     -51.2622     -75.5627
     225     -70.7901     -51.9602     -49.9268
     226     -58.2874     -66.9636     -67.4537
     227     -66.7049     -56.4190     -48.3073
     228     -62.9956     -73.6440     -65.3377
     229     -64.2005     -58.0077     -49.1377
     230     -69.3505     -56.4691     -48.8977
     231     -67.0305     -61.0884     -50.5081
     232     -52.4340     -54.7742     -57.0494
     233     -49.5452     -55.6920     -50.3985
     234     -63.6147     -55.8174     -60.9328
     235     -55.0155     -72.9445     -51.4732
     236     -63.2778     -55.5159     -62.0875
     237     -52.5811     -55.7045     -41.7418
     238     -58.0129     -53.7232     -36.7405
     239     -78.9163     -58.4527     -59.3153
     240     -72.0414     -66.7817     -42.2007
     241     -61.0672     -47.9570     -56.3847
     242     -56.8427     -57.1033     -30.7927
     243     -53.9888     -43.3189     -78.5510
     244     -63.4486     -64.7425     -42.6330
     245     -58.3245     -66.5626     -84.5556
     246     -59.2674     -68.8223       2.5137
     247     -66.6871     -70.6634     -13.4095
     248     -70.0479     -64.4015     -25.8517
     249     -59.3804     -57.9568     -20.1318
     250     -66.0474     -54.9330     -70.7466
     251     -61.5578     -54.4926     -54.0556
     252     -78.0329     -63.8535     -34.9598
     253     -65.3329     -59.0916     -30.9329
     254     -64.0495     -65.3839     -10.4365
     255     -55.1942     -48.3142      -4.0556
     256     -65.2689     -73.9631     -68.7593
     257     -57.6397     -48.0814     -53.7356
     258     -52.0725     -37.9558     -64.2235
     259     -63.5682     -68.5859     -61.9363
     260     -66.0356     -56.9573     -48.8519
     261     -58.4764     -41.5800     -62.3371
     262     -69.5090     -61.6605     -62.9730
     263     -63.4611     -41.3175     -46.9068
     264     -65.0785     -55.3174     -32.8880
     265     -54.9453     -48.8934     -20.0462
     266     -43.9321     -53.5825     -27.5992
     267     -69.7579     -50.4628     -49.9538
     268     -57.4129     -52.3496     -62.3334
     269     -74.4406     -68.8736     -63.8860
     270     -63.5599     -70.7986     -61.0858
     271     -61.0838     -78.2709     -77.6758
     272     -73.8845     -86.0367     -58.4769
     273     -67.7280     -62.9290     -48.2879
     274     -67.4721     -87.6826     -22.6626
     275     -82.9065     -47.3791     -50.5703
     276     -74.1610     -42.9153     -65.4384
     277     -62.7852     -67.2725     -63.4391
     278     -66.3432     -59.6686     -56.8442
     279     -63.7252     -45.9959     -43.0762
     280     -75.3744     -46.3999     -50.7572
     281     -63.6714     -49.0666     -48.8268
     282     -72.7243     -46.9111     -72.1764
     283     -77.6107     -45.2655     -70.1439
     284     -60.0645     -40.1107     -58.6832
     285     -59.6551     -43.7166     -26.5228
     286     -66.1578     -42.2145     -55.8861
     287     -63.8900     -45.8680     -56.5502
     288     -67.9771     -67.8176     -55.8226
     289     -59.2199     -44.1017     -48.3019
     290     -70.5567     -54.2075     -37.0916
     291     -61.5896     -68.1009     -11.9143
     292     -57.7679     -48.7217     -35.5773
     293     -65.0747     -53.4597     -49.3006
     294     -73.8676     -47.5166     -56.5131
     295     -63.2395     -69.7909     -55.9330
     296     -63.3805     -66.0722     -54.8677
     297     -71.8260     -74.3210     -54.5878
     298     -63.7205     -62.9891     -41.8944
     299     -65.3851     -71.0344     -32.1095
     300     -59.1014     -46.0520     -38.4743
     301     -59.9411     -54.2335     -46.4453
     302     -59.8438     -62.9939     -94.8715
     303     -63.9073     -53.7149     -26.6287
     304     -68.2105     -38.8953     -55.0465
     305     -60.5154     -54.8113     -40.7519
     306     -41.3263     -80.6655     -61.2465
     307     -66.4413     -54.2371     -46.1228
     308     -58.4740     -63.3528     -50.3441
     309     -50.0477     -73.2041     -33.6016
     310     -69.1471     -56.4338     -30.9305
     311     -47.0096     -50.5915     -32.1817
     312     -48.0344     -70.0006     -43.5457
     313     -61.9646     -60.3861     -50.4631
     314     -61.7912     -69.8142     -55.3334
     315     -65.0529     -54.4756     -57.7915
     316     -60.8847     -59.9532     -42.6791
     317     -60.1852     -49.2377     -44.1099
     318     -69.0266     -51.8028     -35.6332
     319     -65.9018     -54.8833     -42.1821
     320     -54.2777     -51.7745     -49.9596
     321     -55.8749     -45.8608     -41.3440
     322     -61.8898     -55.8571     -52.1130
     323     -64.9439     -55.5736     -61.5578
     324     -60.5922     -49.4227     -54.3146
     325     -62.0767     -70.8810     -52.4081
     326     -61.4333     -60.1946     -28.5066
     327     -62.0900     -55.8285     -31.5982
     328     -73.2576     -56.5110     -50.2235
     329     -52.4585     -74.6066     -60.9045
     330     -84.8706     -65.9992     -34.6946
     331     -53.0125     -85.6882     -21.4353
     332     -59.3300     -62.1160     -28.2093
     333     -60.0655     -49.0457     -21.0044
     334     -55.5189     -65.1137       8.8910
     335     -56.4907     -70.5208     -21.2234
     336     -63.2860     -48.6026     -29.0175
     337     -56.0152     -76.7812      -8.2418
     338     -74.7365     -77.8803      -9.7272
     339     -63.0482     -63.1055     -31.7259
     340     -68.2665     -51.1515     -31.2173
     341     -57.4513     -69.7369     -37.4264
     342     -60.0651     -62.7804     -26.7297
     343     -67.7472     -60.9416     -50.4112
     344     -71.5668     -66.1988     -42.8594
     345     -62.1640     -66.0972     -38.3524
     346     -70.6703     -64.9310     -25.9025
     347     -52.9080     -60.0287     -30.0986
     348     -57.9587     -56.0420      -8.3399
     349     -92.7827     -62.6151     -22.4800
     350     -71.4017     -73.4403     -27.3578
     351     -65.0482     -75.3626     -31.0241
     352     -73.1864     -74.8017     -25.5546
     353     -67.4360     -64.0330     -56.7499
