#Frame       chi1:120     chi2:120     chi3:120
       1    -170.0298      36.7277      62.5038
       2    -179.1922      61.5650      71.8542
       3    -171.5538      49.9920      56.9622
       4    -133.2106     -10.2959      91.5034
       5    -165.6600      41.2144      54.8679
       6    -174.8590      53.2571      32.4761
       7    -178.9036      51.2449      42.5325
       8    -156.5829      32.2638      54.3622
       9    -159.7898      26.4777      56.8851
      10    -165.2926      24.3970      65.1221
      11    -175.1199      44.2449      39.1948
      12    -175.0670      52.7066      30.0113
      13     174.4535      45.7914      61.1878
      14    -119.1951     -19.1910      83.9669
      15    -163.4196      50.7709      46.0139
      16    -165.6388      51.4990      50.8290
      17     -89.5070     -63.7939     106.6166
      18     -82.7291     -62.8234     126.3296
      19     -75.4374     -53.2357     132.6046
      20    -161.3241      33.9065      66.4850
      21     176.3342      46.7744      57.0908
      22    -175.9227      51.8820      50.1881
      23    -174.4742      67.6292      43.4314
      24    -154.0936      31.2321      53.5895
      25    -179.9932      41.5995      56.0371
      26    -158.8294      20.3586      94.9956
      27    -160.6888      29.4200      63.4487
      28     175.5710      65.9532      38.0538
      29    -154.8562      33.2892      69.3029
      30    -176.3944      51.2392      50.1027
      31    -161.9154      45.1642      56.3951
      32    -172.9722      42.9423      42.2932
      33    -167.8393      37.9455      65.5017
      34    -176.8700      58.5464      58.7645
      35    -171.7633      47.2838      41.6797
      36    -177.2284      62.5396      69.3993
      37    -173.3324      54.1970      62.7123
      38    -165.4945      46.2353      54.7119
      39    -178.1279      64.7777      59.6262
      40    -172.1776      48.2291      58.7472
      41     178.6756      62.7962      69.5179
      42    -164.3137      39.5230      67.2072
      43     177.6336      54.2606      57.5096
      44    -174.2325      62.6105      54.8499
      45    -173.8117      45.0224      90.3336
      46     179.9032      55.3233      80.2103
      47     176.9471      62.9485      54.6729
      48     174.6138      48.1373      71.2719
      49    -157.9850      56.2150      68.1023
      50     173.5498      64.8259      59.6662
      51    -161.3615      57.7509      70.8208
      52    -156.4564      33.6542      66.0570
      53     178.6320      50.2556      51.3188
      54    -173.9629      52.9744      60.5976
      55    -179.6100      50.7312      87.8774
      56    -163.8733      43.3593     107.2166
      57    -170.9308      66.1434      67.5598
      58    -171.7102      48.7012      88.4983
      59    -165.7272      49.4803     112.8613
      60    -153.9551      34.8406      84.9193
      61    -163.6511      49.3601      70.1456
      62     172.5659      58.7373      61.1730
      63     177.8589      60.9439      83.1609
      64    -163.8682      32.7728      96.6543
      65     172.4542      58.9182      59.9020
      66    -175.5136      47.9090      69.5156
      67    -176.5856      45.6457      72.8685
      68    -170.3182      35.7068      68.2857
      69    -163.6898      54.0854      58.5211
      70    -175.9503      48.4211      72.6837
      71     170.2311      67.1729      84.0588
      72     169.0203      58.8034      60.8546
      73    -171.0243      42.8250      51.5451
      74    -165.1667      45.2376      82.5907
      75    -171.2629      50.1181      68.8426
      76    -162.5475      66.7093      32.0441
      77    -168.8582      45.5016      56.1315
      78    -178.3260      55.8954      54.2610
      79     169.9445      55.4337      60.0870
      80    -172.6350      51.4281      62.8315
      81     171.0605      48.6296      61.0393
      82     168.2474      53.8812      75.2262
      83    -164.1180      39.8471      73.8660
      84    -159.8780      46.4775      58.4557
      85    -164.9388      37.4240     112.3095
      86    -176.2474      48.1446      67.3768
      87    -168.8244      44.8052      93.4630
      88     179.2554      46.2323      82.2881
      89    -165.5265      39.0825      86.2318
      90    -176.1468      56.2469      82.5732
      91    -104.4802     -85.6890     175.0458
      92     167.3925      66.3869      64.2842
      93    -122.1170     -60.8389    -162.2797
      94    -111.9252     -61.6060     177.7260
      95     -88.8198     -76.1213     175.4903
      96     -98.6812     -73.1808     176.5930
      97     -90.1614     -93.3910    -171.5635
      98     -69.2991     -82.0348    -152.8785
      99     -89.6174     -72.9986     160.6452
     100     -75.6514     -71.7692     166.3338
     101     -86.8557     -88.9818    -153.7783
     102    -119.3076     -86.9200    -152.4991
     103     -93.3447     -78.1631    -172.6073
     104    -107.5440     -75.2692     -98.1518
     105     -89.4666     -95.5864     -97.8424
     106     -89.3978     -98.0483    -173.6356
     107    -111.7251     -63.0494     151.8717
     108    -100.4421     -80.8389     152.5055
     109     -82.3432     -49.8152     164.7740
     110     -86.8608     -75.3832     158.6488
     111     -73.0776     -52.2816     175.1146
     112     -99.9189     -83.7540    -169.5953
     113     -98.4611     -82.9797    -168.9665
     114     -93.4056     -75.9479    -130.6576
     115    -118.9195     -80.4327    -115.9084
     116    -127.9067     -85.8917    -159.6012
     117    -132.7177     -81.4048    -173.9765
     118    -118.5666     -45.3908    -176.3665
     119    -117.9035     -89.5126    -159.2072
     120     -97.1115     -86.7065    -151.8418
     121    -111.3592     -65.9007     173.8311
     122     177.9637      54.9292      90.8698
     123    -168.7240      48.7294      89.8751
     124    -172.8014      47.7944      58.6803
     125    -176.3985      50.3805      66.2772
     126     166.5683      55.0914      80.8884
     127    -168.7178      52.9229      81.5812
     128    -171.9651      50.9665      76.3305
     129     178.2591      53.9219      81.7981
     130     175.7095      53.4087      71.5240
     131     161.1827      57.2671      86.1111
     132     167.9981      68.2990      60.2053
     133     162.4546      71.1491      75.5111
     134    -177.5299      48.4026      92.8594
     135     174.6794      57.5865      81.5269
     136    -160.7944      41.7773      70.7763
     137    -177.6078      55.7638      69.1129
     138    -179.7704      52.0692     112.9372
     139    -176.0697      59.6122      48.3539
     140    -175.7315      38.6141      82.7586
     141     176.1778      47.8315      98.6695
     142    -150.7343      10.2070      87.2172
     143     177.3531      63.0714      82.1830
     144     172.4562      69.9997      69.2296
     145    -179.7784      37.4132      98.2988
     146     176.2173      68.4919      89.0020
     147     168.5966      76.4924      90.2872
     148    -167.7280      85.6045      67.0268
     149    -170.0275      47.5283     103.5453
     150    -177.9146      49.0138     101.9313
     151     156.6064      87.8353     101.9109
     152    -159.6691      89.6403      76.6127
     153     173.4729      59.5207      82.5178
     154    -166.0211      63.7634      89.0981
     155     175.4057      61.7652      97.2674
     156    -177.7826      50.6835      88.4966
     157    -173.2263      68.2474      80.6431
     158    -154.8666      54.7893      53.8403
     159    -170.8490      50.5730      96.5264
     160     176.3904      66.6574      74.4261
     161    -172.4292      51.9765      68.1274
     162     175.0563      61.9386      79.4096
     163     177.5367      63.5155      84.8171
     164     176.3224      54.4658      67.3230
     165    -171.9732      50.9571     111.8906
     166     165.1709      71.6713     122.0294
     167    -175.3958      52.8896     111.7757
     168    -174.4277      46.7976     136.7330
     169     164.4954      57.9172     119.6473
     170     154.9278      70.7123     111.2887
     171     164.3817      63.7727      76.3741
     172    -177.3941      58.2583      64.4442
     173     173.4828      57.3988      80.1218
     174     176.2163      64.4287      55.1057
     175    -178.8517      25.8537      96.2675
     176     178.7000      39.5896      82.6812
     177     167.6639      64.8653      56.4297
     178    -167.8734      55.5095      59.7702
     179     179.3786      51.4757      66.0702
     180     177.4077      46.9241     102.3557
     181    -178.2703      59.4038      41.2036
     182     179.5972      61.4657      75.3190
     183    -179.3276      56.5700      62.9179
     184    -162.4337      54.0148      45.9749
     185     179.7360      46.2397      63.7531
     186    -171.5333      50.9048      61.0548
     187    -169.0891      43.1455      60.8845
     188    -177.1189      47.1245      61.1300
     189    -162.9502      55.7317      57.9132
     190     177.5719      60.2939      88.0245
     191     175.3310      48.0628     110.5697
     192    -168.7050      57.4389      73.6387
     193    -169.3119      37.8178      59.0219
     194     175.5168      48.0513      83.5829
     195    -171.2856      48.0624      87.1463
     196     178.0931      43.6500      98.6711
     197    -174.7267      38.7246      83.5622
     198    -171.7066      51.4477      58.2317
     199    -164.4278      34.7351      56.5595
     200     173.0356      57.9676      68.7690
     201    -174.5674      59.4680      53.6424
     202    -165.1028      39.9067      73.0767
     203    -166.4261      40.6179      55.5575
     204    -178.9193      50.4148      36.7751
     205    -175.2371      63.9027      28.5974
     206    -177.4446      44.0464      47.6646
     207    -175.7452      35.3747      62.0579
     208    -176.1567      53.7101      71.5239
     209    -169.6465      43.7969      43.6550
     210    -166.4530      28.9119      61.4221
     211    -177.5935      46.6643      51.1749
     212    -173.7605      48.3346      54.1808
     213    -174.9054      48.3785      56.2727
     214     166.1039      49.4681      31.5445
     215     179.1051      53.8416      31.4535
     216    -174.6829      39.8561      42.4816
     217     162.1725      49.7415       5.3176
     218    -176.0091      77.9120     -14.4768
     219     170.2586      79.0297       4.1164
     220     174.0086      46.5133       7.8604
     221     170.3897      57.7452     -25.8696
     222    -173.2875      44.1391      -4.5697
     223     172.4940      47.8381     -16.0120
     224    -176.8394      56.1403    -101.3043
     225    -168.7609      47.8550    -171.2827
     226     166.9757      83.4258     164.9089
     227    -179.6815      80.3118     166.1073
     228     176.5520      84.3652     174.4668
     229     172.6488      63.4429    -161.3154
     230    -179.3125      72.9733    -169.3094
     231    -158.9005      89.3463     159.4577
     232    -154.1718      78.8487     153.2837
     233    -171.1233      63.8612     163.0252
     234     178.6714      62.0987     174.3648
     235    -169.0638      99.0050     163.7313
     236    -178.9365      77.8611    -179.7219
     237    -153.9335      65.5432    -170.6200
     238    -157.4489      68.4460    -175.9956
     239    -155.8104      64.7922     166.6437
     240    -161.3138      86.3148     159.1849
     241    -170.2006      74.5097    -176.6914
     242    -169.8025      76.2060     165.3405
     243    -160.8609      80.1241     156.6227
     244    -177.7818      62.9486    -159.7505
     245    -173.7182      76.4144     156.5553
     246    -167.7893      64.9028     178.4023
     247    -161.4133      66.3105     179.8791
     248    -169.3249      72.4533     175.6796
     249    -165.6964      62.5601    -176.5289
     250    -167.6221      91.1734    -174.1625
     251    -172.9522      66.0644     174.8255
     252    -167.1404      71.5914    -179.3063
     253    -169.6009      70.8716    -169.0582
     254    -168.6383      74.5918    -177.9133
     255    -165.2933      49.5437    -155.3220
     256    -170.3237      66.5864    -163.0754
     257    -170.0864      44.7996     -96.7486
     258    -156.1681      52.7334    -127.7978
     259    -164.7643      43.6380     -82.2808
     260    -157.5976      54.7348    -125.8982
     261    -170.1977      61.0958    -162.9999
     262    -146.7894      55.7485    -157.3040
     263    -167.0008      49.5229    -130.8760
     264    -175.3933      62.9626    -108.1446
     265    -177.8824      53.5832     -53.1413
     266     176.3939      53.9360     -76.3075
     267    -167.3718      39.7960    -117.2077
     268    -158.8922      46.7386     -94.8954
     269     179.0408      53.6794    -104.3969
     270    -171.7014      56.1273     -64.3448
     271     178.0999      62.1918    -128.5595
     272     178.9641      83.0364    -141.3342
     273    -169.6675      42.7226     -97.5994
     274    -172.1011      51.9375     -83.1443
     275    -172.5605      66.3187     -96.6768
     276    -147.5635       6.9654     -82.1313
     277     173.2473      46.3821    -163.9614
     278    -175.5639      51.3909    -107.8071
     279     144.8116      67.6428    -172.9426
     280     165.8268      54.3183     157.3580
     281     177.1086      62.5422    -163.0191
     282     167.2815      54.4389     162.0946
     283     177.4581      76.5676     169.8130
     284     172.4236      63.0443     157.9518
     285     176.2784      60.0132     100.1452
     286    -164.4566      51.6067      91.4269
     287     171.6524      54.2253      94.8213
     288    -175.8725      59.5245     107.2975
     289    -177.5443      56.0971      76.9214
     290    -167.4466      32.0974      84.0746
     291     178.6358      49.3701      49.1312
     292     177.4673      64.5473      76.3313
     293    -166.3971      39.2111      65.4144
     294    -174.4413      42.4299      87.3544
     295    -173.3845      48.3851      60.7592
     296    -165.8587      43.3763      74.7125
     297    -178.8486      60.2926      82.4496
     298    -175.3448      53.2355      69.1223
     299    -172.9928      49.7535      64.1755
     300     179.3815      41.2240      69.7309
     301    -174.3643      62.3861      82.2555
     302     178.3668      57.8613     103.5050
     303    -173.8186      43.9898     168.0131
     304     176.2244      66.3446      86.0099
     305    -169.0107      55.9499      65.7460
     306    -157.8180      34.9343      46.7835
     307    -165.8741      72.5718     -30.2996
     308    -167.8574      54.5358      -2.6920
     309    -164.6341      67.4879     -21.3581
     310    -165.7235      78.9389     -30.7565
     311     177.1859      64.6114       8.2056
     312    -175.3196      74.3646     -31.5024
     313    -162.1377      49.1844      51.0796
     314    -158.1840      26.7902      57.2971
     315    -167.5644      51.3352      51.5222
     316    -169.1582      44.3820      55.5196
     317    -149.4551      59.8313      33.3766
     318    -151.4407      74.5559      54.8028
     319    -162.1512      63.2065      48.1269
     320    -164.9660      54.3522      55.6822
     321    -156.2545      66.4928      39.9238
     322    -160.3838      61.3312      32.0641
     323     -89.7541     -60.0592     159.9606
     324    -161.1909      59.7428      23.9804
     325    -155.5173      55.0015      36.4886
     326    -160.0741      35.9932      76.9687
     327    -158.7954      36.8555      88.8414
     328    -145.6658      29.2620     104.8041
     329    -172.9919      50.3618      75.9159
     330    -159.2710      44.3897      65.9972
     331    -162.3350      40.5872      76.3367
     332    -175.7820      67.9473      59.2336
     333    -156.6421      72.1873     170.2267
     334    -155.7883      77.8204     179.0235
     335    -151.4898      77.9880     163.6392
     336    -153.0564      70.7677    -178.8714
     337    -152.3673      62.9031    -155.9387
     338    -156.8746      76.7846     175.2745
     339    -165.3362      68.6153     171.5723
     340    -177.2940      48.9231      74.7327
     341     178.8726      54.3729      66.2427
     342     173.1252      57.6056      51.4817
     343     -87.9805     -54.0683     142.0464
     344     -79.0539     -47.7480     145.1734
     345     -76.5016     -41.2566     127.6913
     346     -76.2182     -72.5713     109.7076
     347     -64.6883     -72.4508     139.9955
     348     -74.5762     -52.4955     137.2503
     349     -65.1341     -57.1826     118.0388
     350     -70.0591     -56.3236      97.9210
     351     -59.3957     -75.6430     100.5410
     352     -71.4210     -58.9818     100.3188
     353     -64.6116     -64.1593      93.4429
     354     -70.5965     -55.7797     106.6775
     355     -62.8818     -50.8318     132.1692
     356     -61.2335     -49.9780     104.3082
     357     -69.1458     -33.7675      74.7552
     358     -54.2498     -59.8798     135.2288
     359     -51.8343     -59.9801     165.6158
     360     -65.6109     -82.6881     142.5445
     361     -72.5322     -53.2888     140.4858
     362     -69.2235     -66.4771     113.4575
     363     -56.6924     -70.3597     105.5975
     364     -69.6804     -51.6531     115.8541
     365     -46.0131     -57.8154     120.0987
     366     -55.7404     -56.6521     142.9030
     367     -56.6921     -83.3109     154.9774
     368     -73.2640     -46.3765      88.8061
     369     -70.6264     -53.1847     115.2809
     370     -56.2757     -66.9922     139.0998
     371     -51.5741     -65.6528     123.3689
     372     -60.1329     -58.6198     107.2569
     373     -63.0363     -55.9321     105.8958
     374     -77.6867     -37.9921      90.7934
     375     -65.8580     -57.9764     132.4508
     376     -58.2176     -58.9345     157.3007
     377     -72.2883     -61.8061     117.9805
     378     -67.3423     -51.2928     109.0640
     379     -77.4811     -60.5890     111.3328
     380     -68.6134     -57.3619     122.0825
     381     -54.0722     -59.2264     122.2253
     382     -62.0056     -59.7990     112.1046
     383     -69.1845     -46.2337     113.7771
     384     -82.3302     -70.0707     120.9930
     385     -85.9025     -58.3571     108.1028
     386     -57.6046     -76.9197     123.2212
     387     -63.0957     -53.5805      89.3442
     388     -79.0401     -46.8634     133.1874
     389     -60.8576     -45.6852     157.4198
     390     -74.4697     -63.9897     168.1302
     391     -74.1336     -58.8659     157.7563
     392     -55.6973     -54.6583     153.3331
     393     -69.6131     -66.5418     167.1145
     394     -70.3751     -53.4214     147.5251
     395     -84.0556     -68.7875     159.2320
     396     -72.6814     -71.3199    -175.4744
     397     -81.6434     -55.8026     162.1940
     398     -87.4403     -67.2040     152.8964
     399     -89.2265     -67.4293     175.0535
     400     -91.5000     -51.3843     135.3441
     401     -78.1473     -70.3639     139.9856
     402    -123.9688     -41.3894     135.4747
     403     -97.4973     -62.7863     162.8404
     404     -65.5381     -55.7444     145.1843
     405     -73.1728     -42.0053     148.2710
     406     -68.9047     -62.2440     136.9648
     407     -61.4444     -96.1338     145.3868
     408     -64.8123     -46.5230     121.8863
     409     -60.8100     -63.1060     144.3876
     410     -64.8607     -54.7516     128.0878
     411     -53.7385     -62.7486     143.7287
     412     -58.7582     -56.0143     114.2216
     413     -70.3750     -58.8730     154.1525
     414     -65.8930     -45.7941     122.7319
     415     -66.1021     -81.4703     165.0612
     416     -73.7431     -59.6283     139.2463
     417     -70.1337     -85.4241     143.8661
     418     -72.3551     -56.5958     112.6521
     419     -60.7746     -52.2079     112.7075
     420     -61.0253     -44.5835     149.9622
     421     -61.4592     -43.8568     142.0313
     422     -49.3736     -58.1241     140.4413
     423     -80.3935     -59.6166     134.2660
     424     -81.5320     -40.9677     122.0201
     425     -66.4494     -49.1533     148.9643
