63.7872  5.4506
62.7194  5.4766
61.3640  5.4665
58.6480  5.4525
61.0913  5.3908
62.1124  5.3423
61.7926  5.4261
59.8302  5.3439
59.4185  5.3045
59.9462  5.3191
58.5829  5.3011
63.2684  5.4469
63.5022  5.4254
63.5279  5.4794
61.5933  5.4060
62.4476  5.4132
60.1168  5.3877
60.2845  5.3680
59.4945  5.4245
58.9001  5.4244
60.4778  5.4477
61.9122  5.4786
59.7172  5.5088
60.6535  5.4381
60.6473  5.3839
61.4075  5.4078
59.7923  5.4943
56.9680  5.4778
59.9848  5.4106
59.0148  5.4518
58.3745  5.3957
59.8197  5.3124
56.3647  5.2798
58.0295  5.3945
57.9300  5.3714
61.2584  5.2651
59.0846  5.3925
61.8916  5.3469
59.5243  5.3493
56.7825  5.2739
56.5494  5.2347
58.6448  5.1852
59.6468  5.2400
59.6995  5.2001
59.5128  5.3161
60.0621  5.3568
60.2095  5.2844
59.7872  5.2526
59.1407  5.3227
58.5842  5.3312
61.8378  5.4684
60.7142  5.4215
58.7172  5.3945
60.3424  5.4740
61.3040  5.5394
61.5843  5.5390
59.1930  5.4871
58.4095  5.4756
58.6048  5.4454
58.6611  5.3767
61.9326  5.4166
62.6883  5.4282
59.9182  5.4636
58.3235  5.4176
58.3221  5.3949
59.2253  5.3849
59.2587  5.3372
60.9764  5.3792
58.2312  5.4134
57.8517  5.3081
58.0714  5.3151
56.1243  5.3983
56.7373  5.3662
57.9080  5.3463
60.5184  5.3463
61.0954  5.2415
58.2020  5.2346
58.6576  5.1488
59.6848  5.1703
55.5180  5.1685
58.5645  5.1689
56.0614  5.2654
57.9772  5.2900
58.7159  5.3335
53.0866  5.2626
57.0991  5.2931
56.8484  5.2326
55.6152  5.2051
55.1521  5.2721
55.9718  5.2720
55.9903  5.3316
55.4256  5.2685
55.2315  5.2852
59.2870  5.2472
58.4567  5.2574
57.7320  5.2743
57.0256  5.3243
56.9752  5.3400
53.3351  5.3198
53.2582  5.2821
52.8943  5.1932
51.6665  5.2183
51.5081  5.2408
50.8245  5.2420
50.7195  5.2098
53.4986  5.2274
54.7244  5.2102
51.8356  5.3556
54.1552  5.2911
54.3170  5.2751
53.6463  5.2813
54.4430  5.2058
54.5767  5.2735
51.2886  5.2816
51.4574  5.2870
54.6237  5.3017
53.5959  5.2846
52.3694  5.2746
54.4954  5.2894
52.4547  5.3153
54.5831  5.3260
52.6542  5.2898
54.9591  5.3824
57.8750  5.3506
57.7925  5.4121
55.4080  5.3227
55.2261  5.3763
56.4085  5.3193
53.8690  5.3558
53.0967  5.3188
53.0268  5.3057
56.6057  5.3147
54.4795  5.2693
53.2793  5.2590
54.3123  5.2409
54.1111  5.2251
54.6929  5.2342
54.9163  5.2381
56.4664  5.3074
53.0975  5.3039
55.8167  5.2836
54.7962  5.3858
55.7580  5.3724
52.6361  5.3269
54.4312  5.3102
54.1337  5.3270
56.6245  5.3296
52.8587  5.2562
57.3196  5.2938
52.3052  5.3053
53.3941  5.2329
53.8717  5.3668
57.2883  5.3953
54.3071  5.2906
52.5922  5.4292
53.1390  5.4484
55.6355  5.4233
54.7452  5.3983
55.4489  5.3812
56.0324  5.5032
55.6657  5.4442
54.1206  5.3647
55.7593  5.4614
55.1968  5.4439
55.0618  5.4696
57.7648  5.4810
56.7070  5.4905
53.3717  5.4460
57.8898  5.4464
56.7253  5.4681
56.0214  5.4829
58.3085  5.5109
53.4769  5.4324
56.3137  5.3790
53.6144  5.3875
52.1450  5.3610
52.2347  5.4443
54.7731  5.4902
58.4594  5.4818
56.6370  5.5029
58.4753  5.4737
55.5722  5.5074
54.9229  5.5885
58.4048  5.6146
55.9870  5.5927
53.8558  5.5840
59.7375  5.6254
59.9989  5.7058
59.3179  5.6571
60.4275  5.6662
58.9903  5.6464
60.9005  5.6216
56.6534  5.6711
58.3354  5.7339
62.6563  5.7305
56.2350  5.7080
57.4361  5.6353
58.8836  5.6944
55.6003  5.6371
59.0809  5.6049
57.7134  5.6223
57.3638  5.5557
58.2069  5.5795
60.7803  5.5531
57.9522  5.5469
58.7352  5.5418
59.4711  5.5477
57.1380  5.5858
61.2771  5.5937
58.9224  5.5976
60.7782  5.6252
57.3913  5.5210
60.2538  5.4445
61.4628  5.5020
60.3914  5.4749
56.0119  5.4242
57.1004  5.3676
57.3307  5.3804
58.1715  5.3188
60.1462  5.3137
57.6255  5.3433
60.6534  5.3050
58.7312  5.3191
56.1525  5.3559
59.6053  5.3635
60.2024  5.3703
55.4494  5.3548
58.6271  5.3430
54.8940  5.3338
53.2327  5.3139
54.7355  5.2879
55.0566  5.2890
55.2970  5.3605
51.2951  5.4992
58.0526  5.5462
56.2339  5.4971
54.2795  5.3881
58.2442  5.4524
53.1851  5.4539
56.0340  5.4530
54.9063  5.4089
56.2002  5.3982
57.4164  5.3775
58.2937  5.4560
59.2510  5.4661
57.6360  5.4842
58.3111  5.4816
59.1565  5.4972
56.1460  5.4893
57.2829  5.4037
59.9481  5.4579
60.1332  5.4527
59.6929  5.4703
59.5112  5.3611
59.9742  5.4091
60.9528  5.4062
62.8091  5.3567
60.1409  5.3568
60.0983  5.4518
60.2439  5.4451
59.9302  5.4136
60.4027  5.4505
62.2263  5.3459
59.2305  5.3245
60.7163  5.3120
58.7953  5.3184
58.6944  5.3800
59.0244  5.3695
61.9523  5.3306
60.6907  5.3025
60.7790  5.2717
59.0311  5.3095
58.8191  5.3171
57.2240  5.3154
57.3790  5.3501
58.2332  5.3517
60.3221  5.3721
60.2000  5.4318
58.7027  5.3883
56.0763  5.3272
59.4501  5.3342
58.4082  5.3595
59.2054  5.3061
57.7187  5.1999
59.2878  5.2153
57.3215  5.3218
60.4901  5.2962
57.1027  5.2799
52.9207  5.2377
54.9472  5.1983
56.6218  5.2642
52.0121  5.2162
54.4269  5.2172
54.2222  5.3223
53.6295  5.3024
57.0066  5.2454
54.7154  5.2135
53.0639  5.1333
56.2932  5.2215
55.2864  5.2028
54.3673  5.1639
56.6430  5.2193
54.9159  5.1714
57.2213  5.2368
57.1557  5.2984
56.6334  5.2761
