#Frame      Mode1    Mode2    Mode3
       1  -45.540  -33.974  -37.055
       2  -46.780  -39.890  -35.346
       3  -44.090  -41.101  -33.944
       4  -40.987  -33.943  -34.194
       5  -37.083  -35.976  -34.928
       6  -43.948  -30.547  -36.141
       7  -40.304  -34.493  -39.697
       8  -39.078  -25.429  -42.472
       9  -36.241  -33.502  -39.133
      10  -42.015  -33.261  -35.425
      11  -42.490  -29.723  -35.134
      12  -45.613  -27.193  -32.519
      13  -49.495  -27.867  -30.187
      14  -48.573  -27.551  -26.730
      15  -52.135  -30.406  -31.932
      16  -51.606  -27.055  -35.652
      17  -44.326  -26.051  -36.328
      18  -50.219  -22.300  -33.137
      19  -53.196  -29.996  -31.855
      20  -51.170  -32.511  -36.951
      21  -49.899  -28.931  -35.099
      22  -55.219  -32.609  -38.897
      23  -50.236  -34.143  -37.544
      24  -50.938  -34.212  -39.888
      25  -50.171  -32.365  -35.771
      26  -47.000  -30.961  -39.480
      27  -55.220  -31.576  -40.127
      28  -56.338  -32.719  -43.021
      29  -57.929  -34.077  -41.025
      30  -62.621  -33.018  -42.164
      31  -64.206  -21.859  -39.305
      32  -67.412  -20.214  -37.996
      33  -67.230  -13.845  -34.429
      34  -64.780  -16.062  -31.300
      35  -70.541  -26.648  -29.691
      36  -75.197  -26.798  -30.420
      37  -68.839  -21.911  -31.513
      38  -70.340  -25.457  -32.688
      39  -71.028  -21.418  -33.525
      40  -67.461  -18.674  -32.258
      41  -70.265  -14.246  -34.463
      42  -72.312  -29.799  -36.530
      43  -75.089  -32.505  -36.908
      44  -68.205  -29.962  -39.478
      45  -59.421  -28.867  -34.212
      46  -61.515  -29.630  -35.637
      47  -63.407  -26.570  -34.471
      48  -64.587  -26.345  -35.603
      49  -61.747  -33.476  -38.032
      50  -64.479  -41.249  -40.644
      51  -62.591  -31.104  -34.084
      52  -57.513  -34.051  -34.861
      53  -54.361  -36.132  -31.687
      54  -62.037  -33.806  -27.678
      55  -52.178  -37.811  -31.878
      56  -50.899  -32.810  -32.446
      57  -60.258  -29.586  -36.611
      58  -56.983  -30.276  -34.281
      59  -54.203  -31.073  -32.686
      60  -56.318  -34.236  -35.598
      61  -55.901  -36.163  -34.241
      62  -58.420  -41.692  -36.071
      63  -55.730  -38.091  -34.241
      64  -51.070  -41.339  -32.397
      65  -54.634  -36.243  -33.902
      66  -57.241  -41.014  -31.224
      67  -56.412  -31.312  -30.093
      68  -60.195  -37.604  -31.973
      69  -62.080  -32.100  -34.162
      70  -59.258  -33.977  -35.239
      71  -57.847  -41.998  -36.594
      72  -60.386  -40.674  -30.132
      73  -62.051  -39.159  -30.764
      74  -60.640  -42.352  -27.296
      75  -58.164  -43.830  -31.420
      76  -59.523  -49.249  -28.486
      77  -65.887  -53.641  -30.400
      78  -69.385  -57.785  -32.398
      79  -64.162  -60.940  -30.055
      80  -65.126  -51.147  -30.841
      81  -60.159  -46.575  -31.169
      82  -64.200  -44.598  -31.976
      83  -61.371  -48.910  -32.437
      84  -60.850  -40.416  -34.672
      85  -61.181  -44.855  -32.531
      86  -62.249  -52.391  -34.514
      87  -54.679  -44.318  -33.793
      88  -52.729  -40.275  -33.264
      89  -55.935  -28.875  -30.501
      90  -56.220  -30.832  -35.326
      91  -52.531  -34.364  -40.559
      92  -62.285  -31.559  -39.272
      93  -62.521  -35.189  -37.553
      94  -60.290  -37.644  -35.423
      95  -63.450  -37.077  -32.977
      96  -62.909  -39.209  -31.031
      97  -60.853  -36.463  -31.913
      98  -58.119  -39.379  -29.794
      99  -57.556  -26.935  -31.763
     100  -57.620  -31.518  -30.640
     101  -52.951  -24.971  -29.159
     102  -53.685  -28.038  -29.116
     103  -59.122  -32.494  -30.171
     104  -65.209  -35.170  -35.345
     105  -58.370  -40.198  -36.938
     106  -60.725  -39.241  -39.123
     107  -60.828  -48.487  -40.138
     108  -58.800  -49.717  -38.710
     109  -60.573  -48.759  -38.491
     110  -60.729  -50.285  -41.756
     111  -63.346  -55.841  -39.690
     112  -66.618  -59.126  -41.577
     113  -64.769  -53.285  -41.493
     114  -65.009  -51.073  -39.828
     115  -65.473  -41.081  -40.374
     116  -63.298  -40.141  -42.431
     117  -61.185  -36.996  -37.138
     118  -64.376  -39.232  -39.239
     119  -61.492  -38.429  -42.362
     120  -67.557  -39.217  -40.104
     121  -67.955  -35.912  -41.806
     122  -72.661  -38.248  -37.838
     123  -68.761  -31.388  -38.773
     124  -65.453  -29.000  -39.060
     125  -60.557  -29.640  -39.498
     126  -61.692  -27.669  -36.974
     127  -66.993  -32.986  -39.284
     128  -66.384  -37.985  -38.287
     129  -70.457  -40.476  -37.187
     130  -68.165  -38.803  -41.017
     131  -71.419  -38.895  -37.786
     132  -71.561  -40.310  -40.497
     133  -71.521  -47.485  -40.609
     134  -76.240  -49.686  -34.883
     135  -71.546  -51.042  -37.809
     136  -69.986  -54.087  -39.166
     137  -77.183  -59.418  -39.629
     138  -71.129  -60.905  -41.736
     139  -67.540  -60.053  -46.898
     140  -68.546  -57.562  -43.375
     141  -67.818  -51.765  -40.420
     142  -65.466  -47.827  -43.701
     143  -62.624  -42.556  -46.286
     144  -63.499  -46.087  -43.835
     145  -67.368  -53.737  -46.183
     146  -69.549  -49.127  -41.936
     147  -70.120  -49.150  -37.990
     148  -69.898  -50.353  -38.097
     149  -75.019  -52.271  -36.798
     150  -75.886  -56.722  -38.468
     151  -70.391  -55.200  -36.790
     152  -65.472  -56.593  -38.123
     153  -64.760  -62.003  -39.648
     154  -73.059  -64.312  -38.933
     155  -72.453  -61.884  -40.772
     156  -78.665  -61.133  -42.747
     157  -74.569  -59.642  -42.837
     158  -77.134  -70.987  -43.009
     159  -74.467  -69.022  -40.991
     160  -77.367  -69.140  -39.438
     161  -75.556  -68.369  -37.129
     162  -72.638  -75.068  -41.317
     163  -80.112  -67.129  -38.202
     164  -83.343  -67.239  -47.323
     165  -86.998  -76.608  -45.212
     166  -90.107  -72.387  -47.160
     167  -90.984  -78.354  -50.492
     168  -96.726  -75.048  -47.060
     169 -100.615  -74.165  -49.797
     170 -100.558  -71.349  -48.714
     171  -98.972  -73.138  -51.607
     172 -100.156  -74.854  -49.573
     173  -95.418  -72.673  -45.006
     174  -99.577  -78.046  -47.744
     175  -97.637  -74.348  -47.736
     176 -100.840  -72.491  -49.147
     177 -100.066  -70.744  -48.793
     178  -98.423  -73.930  -48.402
     179  -99.489  -82.308  -54.491
     180  -95.966  -79.142  -54.220
     181 -104.647  -83.722  -53.612
     182  -96.133  -81.296  -54.711
     183  -95.116  -81.786  -57.774
     184  -90.935  -85.914  -55.888
     185  -89.181  -82.482  -57.144
     186  -91.248  -78.679  -57.556
     187  -87.142  -86.425  -56.688
     188  -87.992  -81.928  -51.933
     189  -80.442  -84.710  -53.842
     190  -75.976  -79.685  -51.562
     191  -81.391  -87.116  -53.001
     192  -87.245  -89.860  -53.017
     193  -82.952  -95.788  -55.545
     194  -84.165  -93.194  -52.261
     195  -87.218  -97.383  -54.411
     196  -87.931  -95.427  -58.083
     197  -83.330  -97.694  -58.882
     198  -84.429  -97.270  -61.293
     199  -82.524  -95.618  -60.860
     200  -86.263  -93.536  -59.511
     201  -83.599  -92.618  -61.251
     202  -89.856  -84.416  -63.782
     203  -90.187  -87.712  -62.876
     204  -90.224  -94.204  -59.918
     205  -91.958  -91.015  -62.709
     206  -91.318  -83.362  -62.697
     207  -95.063  -86.500  -63.830
     208  -98.375  -87.241  -62.884
     209 -100.282  -82.436  -56.813
     210 -101.672  -79.191  -53.596
     211 -109.231  -71.080  -55.095
     212 -105.998  -75.780  -55.654
