#Frame      Mode1    Mode2    Mode3
       1  -32.933   16.022  -62.118
       2  -34.534   20.621  -66.693
       3  -32.282   17.841  -64.433
       4  -33.200   21.583  -64.544
       5  -34.767   26.726  -66.611
       6  -32.636   34.142  -69.565
       7  -28.554   36.570  -72.480
       8  -31.087   31.931  -74.908
       9  -29.078   30.693  -73.839
      10  -29.358   33.362  -77.719
      11  -31.382   27.168  -77.657
      12  -30.620   26.446  -76.026
      13  -31.321   26.306  -76.378
      14  -33.049   25.807  -77.360
      15  -35.400   22.740  -75.382
      16  -34.278   19.394  -77.468
      17  -29.852   13.982  -76.138
      18  -31.742   17.018  -80.799
      19  -34.221   18.151  -77.450
      20  -34.561   21.836  -77.339
      21  -35.356   20.614  -77.285
      22  -33.050   12.533  -77.273
      23  -37.079   14.623  -77.246
      24  -38.905   13.662  -77.083
      25  -40.426   12.164  -79.035
      26  -38.408   19.166  -80.133
      27  -39.890   15.837  -78.394
      28  -34.976   29.384  -77.146
      29  -36.444   29.342  -80.068
      30  -34.409   24.214  -73.555
      31  -34.260   19.320  -76.788
      32  -30.830   19.230  -74.747
      33  -33.462   21.408  -73.041
      34  -36.307   27.256  -71.729
      35  -39.216   30.138  -73.778
      36  -35.003   27.223  -72.358
      37  -35.655   32.328  -73.155
      38  -36.430   31.325  -66.532
      39  -37.364   28.072  -68.846
      40  -40.196   33.669  -75.084
      41  -41.355   35.869  -70.535
      42  -44.096   36.607  -70.526
      43  -44.166   33.258  -71.059
      44  -39.738   32.129  -70.496
      45  -43.255   34.575  -72.636
      46  -39.144   38.151  -72.640
      47  -33.650   41.108  -72.695
      48  -34.025   42.111  -73.770
      49  -44.060   36.760  -75.180
      50  -42.054   44.934  -78.603
      51  -44.435   48.654  -82.116
      52  -46.181   47.302  -79.960
      53  -45.082   42.724  -80.876
      54  -41.900   48.940  -87.772
      55  -39.216   47.882  -82.954
      56  -36.339   44.957  -80.999
      57  -41.183   44.150  -81.935
      58  -39.364   35.746  -77.764
      59  -40.423   33.358  -80.217
      60  -39.571   42.524  -77.256
      61  -42.687   31.817  -74.888
      62  -35.284   35.891  -74.991
      63  -35.889   35.839  -77.782
      64  -34.934   35.510  -73.145
      65  -35.681   40.133  -68.039
      66  -34.257   43.848  -67.399
      67  -41.240   43.045  -68.506
      68  -38.567   45.840  -71.810
      69  -37.002   55.856  -74.074
      70  -40.659   58.160  -75.521
      71  -40.347   63.198  -78.196
      72  -40.695   61.284  -78.681
      73  -39.619   51.020  -76.504
      74  -39.070   50.846  -78.361
      75  -39.378   51.672  -79.832
      76  -37.350   51.168  -79.215
      77  -39.994   50.573  -79.098
      78  -36.099   55.389  -76.408
      79  -42.787   45.304  -68.954
      80  -42.270   44.606  -71.212
      81  -40.043   41.594  -69.043
      82  -37.886   38.431  -63.365
      83  -42.581   30.289  -62.213
      84  -45.602   29.360  -66.970
      85  -45.934   32.945  -67.476
      86  -46.975   39.071  -67.588
      87  -40.869   37.354  -71.531
      88  -41.895   44.782  -70.502
      89  -40.844   50.044  -67.440
      90  -41.204   47.046  -64.841
      91  -38.172   32.259  -66.695
      92  -39.450   39.553  -70.440
      93  -37.152   43.738  -67.502
      94  -45.070   52.621  -64.026
      95  -43.965   52.787  -65.695
      96  -37.784   52.634  -69.660
      97  -36.937   48.509  -67.809
      98  -40.078   41.487  -70.143
      99  -40.503   41.104  -68.379
     100  -40.338   41.722  -70.669
     101  -39.980   47.762  -76.461
     102  -38.368   42.325  -78.544
     103  -38.510   42.492  -77.109
     104  -43.239   47.982  -80.010
     105  -42.649   46.839  -79.029
     106  -42.591   50.527  -79.472
     107  -40.107   53.120  -80.301
     108  -41.975   47.041  -76.778
     109  -41.536   58.429  -81.687
     110  -39.986   53.200  -78.834
     111  -43.818   53.420  -78.391
     112  -46.561   49.506  -78.350
     113  -46.088   38.821  -73.865
     114  -45.058   39.768  -70.783
     115  -45.391   47.743  -74.613
     116  -47.366   46.104  -72.809
     117  -46.174   34.158  -72.631
     118  -45.421   29.280  -73.896
     119  -46.026   40.170  -76.496
