#Frame       chi1:120     chi2:120     chi3:120
       1    -168.0165      72.8085       1.9760
       2    -168.0793      73.6701      19.4678
       3    -174.8471      66.9290      20.5495
       4    -163.7934      52.7521      20.3699
       5    -156.8065     117.1495     -52.4788
       6    -150.2955      76.4509     -20.5204
       7     -78.7218     -49.4756      89.3927
       8    -148.5789      26.5661      65.5340
       9     -85.4016     -71.6931     117.7546
      10     -67.4122     -74.0831      88.0539
      11    -131.4705      33.1667      50.5748
      12    -128.5855      63.6426      25.8130
      13    -155.7567      82.6269       5.3080
      14    -135.5997      58.8444      25.9245
      15    -132.0145      29.9593      56.8072
      16    -114.6053      60.7965      71.7989
      17    -124.0864      55.2408      50.8263
      18    -160.2079      76.8621      71.8351
      19    -153.5248      56.7587      57.4143
      20    -148.0240      55.2755      77.4700
      21    -153.0579      78.3690     114.0888
      22    -172.6680      43.2147      83.6778
      23     176.6395      60.9750      61.1698
      24    -173.5364      55.2365      96.7686
      25     170.2212      67.4103      79.2434
      26    -177.9706      55.5665      44.5949
      27    -175.3141      48.5785      68.2353
      28    -170.9732      50.6111      74.1081
      29     177.4001      58.9566      63.7466
      30    -170.4031      47.9745      70.8227
      31     178.9689      63.2104      60.4583
      32    -170.3352      58.4028      66.5236
      33     177.5952      69.5693      -8.7949
      34     173.9063      74.7266      71.1503
      35    -176.3483      52.9740      47.4052
      36     162.0477      63.1970      80.4602
      37     176.8381      58.8745      69.3843
      38     169.7752      60.0995      73.9576
      39     178.1318      28.1825      87.7098
      40    -179.5285      74.6578       1.9641
      41    -171.9847      52.1694      81.4060
      42     170.9621      69.5194      93.8470
      43    -177.7497      61.5844      16.8982
      44    -177.1441      50.5206     -80.8776
      45     178.4112      53.6555     -76.1109
      46     171.1611      58.3518     -88.4799
      47     170.5325      55.0573     -83.2563
      48     164.6187      80.5797    -111.1910
      49    -171.3289      44.2633     -84.1562
      50     170.8452      74.5974     -75.7945
      51    -170.2066      45.6638     -85.0231
      52    -163.0618      39.9319     -78.5162
      53     169.6360      82.3184     -95.6773
      54    -176.9244      66.2713    -140.9630
      55    -165.1805      55.1760    -135.4099
      56    -163.0420      70.8854     -95.6862
      57    -172.0100      61.6654     -85.3222
      58    -179.2975      62.0651     -86.0594
      59     170.4319      90.9423     -91.4825
      60    -163.7902      56.8549     -84.6376
      61     177.8121      63.5997     -88.7790
      62     179.3804      58.1407     -83.7726
      63    -179.7172      59.3059     -92.0831
      64    -159.2905      66.8852     -84.3377
      65    -168.5426      59.1896     -99.7586
      66    -172.0646      55.9831     -88.1599
      67    -176.0192      57.7560     -92.1545
      68     176.4250      60.8618    -106.5916
      69    -160.9302      67.4784    -157.8439
      70    -174.5532      60.3756    -139.1728
      71    -163.8217      46.4510    -124.7983
      72    -177.0731      61.6374     -80.4941
      73     171.7766      62.9307     -87.7184
      74    -171.2939      53.7232    -112.3256
      75    -173.0395      47.9398    -102.9564
      76     165.2122      64.6580     -76.2362
      77    -178.6370      43.6022     -89.7493
      78    -173.0570      52.1769     -92.2093
      79    -170.5976      36.8117     -78.7714
      80    -174.1753      39.8968     -83.5340
      81     179.4952      55.2083     -73.9808
      82     174.9243      68.0993     -90.7036
      83    -168.2081      40.4817     -97.7263
      84     174.4653      51.4706     -77.7509
      85     175.3822      52.4826    -109.7151
      86     176.0968      63.7034     -87.1858
      87     164.8101      73.6100     -93.8149
      88     175.8202      68.7228     -84.0531
      89     159.3832      67.4481     -79.8245
      90     168.6952      70.6797     -78.6387
      91    -175.0731      55.8842     -97.7456
      92    -171.6441      56.8798    -132.7100
      93    -164.3835      42.0696     -82.6263
      94     165.3734      68.0032     -96.6124
      95     172.3907      52.4958     -85.9462
      96     169.4873      64.6293     -79.8118
      97     175.8808      58.6203     -84.1043
      98     160.6194      67.8126     -83.4681
      99     171.4992      49.6355    -102.4761
     100     175.2263      29.4130    -106.3575
     101     173.6394      54.6031     -83.3697
     102    -177.0144      54.5680     -94.7786
     103     175.4695      43.5002     -99.0996
     104     174.1580      55.4800     -89.8726
     105     161.7337      67.7742     -76.9964
     106    -172.6528      64.2540     -87.0566
     107    -175.0544      79.3665    -125.9169
     108    -177.2505      55.3274     -82.0421
     109    -172.8956      61.6260    -103.4472
     110    -179.0373      47.7388     -86.7207
     111     163.5218      54.7691     -40.0884
     112    -146.4095      51.0754     -97.4808
     113    -150.0651      71.1893    -105.8384
     114    -148.7340      61.4969    -122.3475
     115    -172.9603      60.1469     -85.4085
     116    -170.6860      42.8990     -85.1602
     117    -175.8888      45.7939     -98.6159
     118    -170.5248      61.7434    -126.3390
     119    -156.7518      84.6692     174.6935
     120    -163.0437      61.3629    -156.7849
     121    -129.7956      30.4183    -144.3716
     122    -164.9364      55.7152    -158.2954
     123    -169.6175      50.8774    -158.5970
     124    -159.8019      63.4165    -138.1353
     125     -57.9147     -54.1805     -41.1698
     126     -61.4129     -70.1785     -10.3836
     127     -61.4238     -44.4208     -54.9125
     128     -81.4226     -75.0627     -77.0327
     129     -69.9249     -66.1649    -110.5828
     130     -64.0936     -87.3548     -82.2692
     131     -88.7016     -84.1013     -95.9113
     132     -83.9693     -68.4424     -92.6260
     133     -84.3151     -48.7004    -115.7748
     134     -52.2664    -113.4983     -91.4783
     135     -54.7977    -110.1487     -95.8939
     136     -81.7545    -100.5354     -56.6162
     137     -25.1918    -127.9623     -93.7083
     138     -61.2317    -152.0047     -38.8384
     139     -51.6697    -141.2347     -63.3190
     140     -74.7272    -158.2005     -11.1218
     141      27.2407     177.0009     -95.4146
     142      49.5483    -155.5816    -123.2458
     143     -67.7540    -169.8329       7.8928
     144     -73.2274    -178.3902      39.8335
     145     -70.2542    -166.0603      74.4238
     146     -65.1368    -146.4782      57.4384
     147     -77.1959    -154.8135      68.3647
     148     -55.3058    -157.1632      42.0008
     149     -65.1373    -164.2815      46.8862
     150     -92.5275     172.4623      59.6615
     151     -74.2714     167.1909      37.9119
     152     -72.0353    -157.2900     -37.7122
     153     -53.1458     -80.3793    -105.2080
     154     -65.7065     -81.3122     -97.8531
     155     -62.8705     -99.4926    -128.9507
     156     -52.6794     -81.6490    -109.4301
     157     -74.4131    -103.5645    -126.8989
     158     -69.7824     -91.6163    -120.4357
     159     -64.4396     -87.3615    -114.5783
     160     -64.6511     -92.3189     -92.8349
     161     -74.5740    -130.1763     -86.2602
     162     -69.1698     -97.1868    -121.0119
     163     -80.3991    -106.0919    -117.9274
     164     -67.2791     -71.9889    -114.3860
     165     -77.0032     -94.6448    -101.5017
     166     -74.3283     -70.8527     -69.2352
     167     -63.7794     -79.5263     -51.2509
     168     -64.9632    -112.1853     -91.0786
     169     -59.5162    -102.0520    -119.3137
     170     -70.0545     -88.5369    -123.7023
     171    -104.9412     -65.8378    -133.5982
     172     -91.5476     -78.4209    -131.9481
     173     -72.6574     -80.7615    -132.0836
     174     -79.0219     -66.1448    -117.5708
     175     -81.7640     -99.3479    -141.3698
     176     -74.7928    -102.2364    -166.7997
     177     -61.5836    -106.4103     -85.6229
     178     -86.8728     -90.7980    -111.4687
     179     -57.7842    -110.0447     -93.4526
     180     -73.6913     -68.8933     -90.5658
     181     -50.0911    -116.4274     -94.6907
     182     -67.1257    -104.0115     -87.7618
     183     -67.3353    -100.0227    -127.3304
     184     -64.7242    -108.6900    -113.4638
     185     -72.0923     -77.9474    -101.1676
     186     -68.0736     -94.1467    -117.4610
     187     -55.8061    -102.4960     -87.0713
     188     -54.6196     -83.7188     -94.8732
     189     -63.6807     -65.7835    -120.7693
     190     -48.9616     -55.9712    -101.6572
     191     -53.1140     -53.5199    -103.6756
     192     -83.3297     -87.0718    -112.4741
     193     -78.1694     -98.1739     -79.6770
     194     -68.6049    -101.6349    -107.7991
     195     -62.6908    -143.7382     -27.0549
     196     -89.9313     176.4983      20.6997
     197     -64.2560    -151.8161      -5.6729
     198     -55.1152    -155.3048     -35.0506
     199     -66.3113    -168.9701     -30.0729
     200     -59.9908    -104.4815     -95.3484
     201     -36.6087     -96.0752    -123.6324
     202     -64.3977     -74.3124    -112.7813
     203     -60.9207     -60.6221    -129.7645
     204     -62.0131     -71.0675    -109.8653
     205     -60.0545     -65.0801    -140.4011
     206     -59.4227     -86.6489    -115.6494
     207     -59.0203     -48.8097    -126.1602
     208     -69.0155     -75.9207    -159.7419
     209     -69.5950     -91.7619    -135.3391
     210     -59.0280     -68.7851    -153.3801
     211     -49.6989     -84.7540    -106.9550
     212     -48.6927     -76.1807    -107.2454
     213     -54.7748     -70.9190    -111.9647
     214     -56.3235     -91.3570    -132.6527
     215     -50.6107     -82.3031    -120.2525
     216     -53.3765     -56.3261     162.3569
     217     -55.0126     -69.8443    -159.5186
     218     -68.7530     -60.7782      96.3320
     219     -82.5858     -38.0238     134.3438
     220     -70.6067     -89.2299    -179.5291
     221     -63.5805     -71.0489     172.2325
     222     -53.5535     -51.2306     126.9611
     223     -67.7680     -80.5140    -178.6014
     224     -62.3448     -93.1091    -178.5447
     225     -55.7577     -91.6245     173.5907
     226     -73.7526     -82.7750     172.4243
     227     -71.6862     -66.0350     138.6583
     228     -62.8675     -66.0565     132.8430
     229     -60.1422     -81.8931     170.4676
     230     -68.5875     -67.4590     159.9980
     231     -48.4106     -69.1054     158.6681
     232     -52.3378     -57.1999     126.2788
     233     -57.7283     -61.8848     119.5215
     234     -80.4656     -64.1140     167.4015
     235     -58.7086     -71.4767     136.6465
     236     -67.2732     -78.0219     178.1452
     237     -68.7159     -47.1645     150.3329
     238     -61.6657     -51.6100     111.1690
     239     -56.5216     -82.6424    -164.7400
     240     -57.3334     -71.2258    -177.8322
     241     -62.5975     -66.9110     148.2050
     242     -67.8560     -64.5873     102.0598
     243     -67.4960     -55.0881     116.4324
     244     -65.8960     -82.4535     177.0742
     245     -70.4526     -71.9980    -161.3086
     246     -73.8503     -75.5092     150.9540
     247     -66.6181     -71.6226     170.4393
     248     -73.0480     -65.8043     147.3771
     249     -74.8763     -83.1946     170.6069
     250     -69.0128     -60.8729     176.4229
     251     -66.4809     -71.3977     161.1574
     252     -67.6957     -66.4727     169.0806
     253     -63.6802     -72.1959    -174.6741
     254     -70.5651     -56.2936     160.8063
     255     -67.5159     -71.4272     168.2908
     256     -59.8605     -69.6857     171.3546
     257     -62.6473     -72.9878     111.7780
     258     -61.4282     -69.4390     132.0636
     259     -63.4880     -57.7784     145.7498
     260     -68.8269     -55.1804     128.3487
     261     -67.2732     -89.6446     175.1977
     262     -65.0465     -68.4610    -172.6503
     263     -64.5826     -61.3109     178.2662
     264     -64.8452     -71.7455    -157.1053
     265     -69.2606     -73.5797     121.5470
